Date,Price,Open,High,Low,Volume,Change
08/21/2023,84.46,84.8,85.86,84.31,289.24K,-0.4
08/18/2023,84.8,83.88,85.08,83.33,287.97K,0.81
08/17/2023,84.12,83.2,84.88,83.05,305.58K,0.8
08/16/2023,83.45,85.2,85.36,83.13,334.45K,-1.7
08/15/2023,84.89,86.12,86.68,84.29,305.41K,-1.53
08/14/2023,86.21,86.53,86.71,85.5,267.09K,-0.69
08/11/2023,86.81,86.37,87.35,85.84,318.06K,0.47
08/10/2023,86.4,87.39,88.1,86.2,337.57K,-1.31
08/09/2023,87.55,86.0,87.65,85.91,388.30K,1.6
08/08/2023,86.17,85.79,86.34,83.32,375.87K,0.97
08/07/2023,85.34,86.23,86.73,85.03,259.62K,-1.04
08/04/2023,86.24,85.31,86.65,85.06,268.75K,1.29
08/03/2023,85.14,83.46,85.41,82.36,392.61K,2.33
08/02/2023,83.2,85.86,85.99,82.74,399.19K,-2.01
08/01/2023,84.91,85.24,85.91,84.21,297.77K,-0.76
07/31/2023,85.56,84.95,85.8,84.4,16.53K,0.67
07/28/2023,84.99,83.71,85.09,83.22,102.84K,0.89
07/27/2023,84.24,82.93,84.5,82.93,110.65K,1.59
07/26/2023,82.92,83.19,83.85,82.58,173.82K,-0.86
07/25/2023,83.64,82.85,83.87,82.22,234.66K,1.09
07/24/2023,82.74,80.95,83.16,80.42,295.10K,2.06
07/21/2023,81.07,79.78,81.24,79.65,294.35K,1.8
07/20/2023,79.64,79.33,80.27,78.66,236.41K,0.23
07/19/2023,79.46,79.84,80.93,79.17,311.44K,-0.21
07/18/2023,79.63,78.52,79.99,78.19,366.47K,1.44
07/17/2023,78.5,79.36,80.64,78.25,341.16K,-1.72
07/14/2023,79.87,81.64,81.7,79.53,311.23K,-1.83
07/13/2023,81.36,80.19,81.75,79.88,416.12K,1.56
07/12/2023,80.11,79.32,80.55,79.21,362.33K,0.89
07/11/2023,79.4,77.82,79.5,77.63,333.84K,2.2
07/10/2023,77.69,78.6,78.77,77.36,288.40K,-0.99
07/07/2023,78.47,76.52,78.54,76.03,331.53K,2.55
07/06/2023,76.52,76.7,77.09,75.03,0.43K,-0.17
07/05/2023,76.65,76.03,76.95,75.3,293.74K,0.52
07/04/2023,76.25,74.89,76.29,74.74,157.96K,2.14
07/03/2023,74.65,75.11,76.6,74.56,328.00K,-0.33
06/30/2023,74.9,74.22,75.4,74.21,14.70K,0.75
06/29/2023,74.34,73.72,74.98,73.39,72.87K,0.42
06/28/2023,74.03,72.62,74.2,71.57,91.45K,2.45
06/27/2023,72.26,74.28,74.9,72.08,161.15K,-2.59
06/26/2023,74.18,74.5,74.85,73.42,150.17K,0.45
06/23/2023,73.85,74.02,74.44,72.11,169.54K,-0.39
06/22/2023,74.14,77.03,77.2,73.59,329.53K,-3.86
06/21/2023,77.12,75.54,77.24,75.52,236.55K,1.61
06/20/2023,75.9,76.12,77.15,74.51,276.38K,-0.25
06/19/2023,76.09,76.4,76.93,75.34,141.42K,-0.68
06/16/2023,76.61,75.64,76.74,75.08,256.25K,1.24
06/15/2023,75.67,73.41,75.97,72.91,260.41K,3.37
06/14/2023,73.2,74.05,75.49,73.03,318.37K,-1.47
06/13/2023,74.29,72.11,74.66,71.94,321.15K,3.41
06/12/2023,71.84,74.87,74.87,71.58,358.50K,-3.94
06/09/2023,74.79,75.53,76.57,74.71,260.20K,-1.54
06/08/2023,75.96,76.8,77.68,73.58,393.89K,-1.29
06/07/2023,76.95,76.22,77.64,75.51,325.63K,0.87
06/06/2023,76.29,76.55,76.75,74.72,304.58K,-0.55
06/05/2023,76.71,77.68,78.73,76.31,384.00K,0.76
06/02/2023,76.13,74.28,76.5,74.18,273.54K,2.49
06/01/2023,74.28,72.15,75.25,72.03,349.92K,2.23
05/31/2023,72.66,73.6,73.81,71.39,20.11K,-1.2
05/30/2023,73.54,76.98,77.57,73.2,112.18K,-4.58
05/29/2023,77.07,77.39,77.75,76.15,31.55K,0.16
05/26/2023,76.95,76.09,77.35,75.73,150.62K,0.9
05/25/2023,76.26,78.22,78.5,75.1,237.72K,-2.68
05/24/2023,78.36,77.7,78.66,77.03,285.99K,1.98
05/23/2023,76.84,76.15,77.74,75.65,287.23K,1.12
05/22/2023,75.99,75.63,76.46,74.55,241.96K,0.54
05/19/2023,75.58,76.03,77.5,75.12,240.53K,-0.37
05/18/2023,75.86,76.78,76.99,75.5,232.00K,-1.43
05/17/2023,76.96,74.67,77.31,74.1,297.06K,2.74
05/16/2023,74.91,75.55,75.95,74.5,216.20K,-0.43
05/15/2023,75.23,74.15,75.75,73.49,240.52K,1.43
05/12/2023,74.17,75.35,75.85,74.03,259.22K,-1.08
05/11/2023,74.98,76.62,77.41,74.61,345.16K,-1.87
05/10/2023,76.41,77.36,77.6,75.68,311.37K,-1.33
05/09/2023,77.44,76.71,77.5,75.07,283.41K,0.56
05/08/2023,77.01,75.23,77.43,74.95,185.75K,2.27
05/05/2023,75.3,72.69,75.75,72.41,265.07K,3.86
05/04/2023,72.5,71.28,73.72,71.28,362.23K,0.24
05/03/2023,72.33,75.31,75.58,71.7,469.62K,-3.97
05/02/2023,75.32,79.28,79.78,75.07,383.59K,-5.03
05/01/2023,79.31,80.11,80.24,78.13,146.56K,-0.29
04/28/2023,79.54,78.25,79.61,77.69,13.30K,1.49
04/27/2023,78.37,77.77,78.61,77.39,104.39K,0.88
04/26/2023,77.69,80.92,81.47,77.46,172.82K,-3.81
04/25/2023,80.77,82.59,83.06,80.35,209.28K,-2.37
04/24/2023,82.73,81.87,82.99,80.48,197.90K,1.31
04/21/2023,81.66,80.79,82.05,80.45,196.85K,0.69
04/20/2023,81.1,82.75,82.92,80.77,302.90K,-2.43
04/19/2023,83.12,84.9,85.15,82.39,333.22K,-1.95
04/18/2023,84.77,84.74,85.41,83.81,315.70K,0.01
04/17/2023,84.76,86.43,86.52,84.34,261.81K,-1.8
04/14/2023,86.31,86.18,86.87,85.53,262.58K,0.26
04/13/2023,86.09,87.19,87.47,86.05,291.94K,-1.42
04/12/2023,87.33,85.59,87.49,85.39,347.80K,2.01
04/11/2023,85.61,84.24,85.67,83.75,262.67K,1.7
04/10/2023,84.18,85.1,85.66,84.09,140.53K,-1.1
04/06/2023,85.12,84.89,85.45,84.05,259.62K,0.15
04/05/2023,84.99,85.22,85.54,84.01,246.48K,0.06
04/04/2023,84.94,84.89,86.04,83.82,308.53K,0.01
04/03/2023,84.93,86.0,86.44,83.5,478.31K,6.47
03/31/2023,79.77,79.19,79.8,78.54,6.85K,0.63
03/30/2023,79.27,78.23,79.55,77.86,62.92K,1.26
03/29/2023,78.28,78.97,79.68,77.94,79.54K,-0.47
03/28/2023,78.65,78.23,79.2,77.54,145.68K,0.68
03/27/2023,78.12,75.0,78.42,74.8,146.95K,4.17
03/24/2023,74.99,75.53,76.32,72.68,156.31K,-1.21
03/23/2023,75.91,75.87,77.44,75.12,199.64K,-0.62
03/22/2023,76.38,74.9,76.79,74.26,244.69K,1.8
03/21/2023,75.03,73.44,75.12,72.62,297.90K,2.03
03/20/2023,73.54,72.97,73.65,70.06,348.71K,1.06
03/17/2023,72.77,74.3,75.59,71.38,477.37K,-2.05
03/16/2023,74.29,73.85,75.12,71.49,306.20K,1.38
03/15/2023,73.28,77.3,78.26,71.3,576.46K,-5.38
03/14/2023,77.45,80.54,80.92,76.89,357.86K,-4.11
03/13/2023,80.77,82.6,83.48,78.34,467.28K,-2.43
03/10/2023,82.78,81.47,83.11,80.73,369.28K,1.46
03/09/2023,81.59,82.55,84.0,81.42,282.56K,-1.29
03/08/2023,82.66,83.03,83.59,82.06,297.09K,-0.76
03/07/2023,83.29,86.23,86.75,82.83,295.19K,-3.35
03/06/2023,86.18,85.83,86.35,84.34,244.34K,0.41
03/03/2023,85.83,84.61,86.0,82.36,312.90K,1.27
03/02/2023,84.75,84.31,85.1,83.83,214.22K,0.52
03/01/2023,84.31,83.05,84.49,82.61,242.66K,0.5
02/28/2023,83.89,82.3,84.15,82.19,12.30K,1.75
02/27/2023,82.45,83.19,83.6,81.73,58.85K,-0.45
02/24/2023,82.82,82.33,83.09,80.75,289.76K,1.06
02/23/2023,81.95,80.31,82.46,80.25,293.33K,1.86
02/22/2023,80.45,82.5,82.96,80.3,297.26K,-3.13
02/21/2023,83.05,83.86,84.2,82.56,231.63K,-1.21
02/20/2023,84.07,83.15,84.3,82.73,143.85K,1.29
02/17/2023,83.0,84.6,84.87,81.8,303.66K,-2.51
02/16/2023,85.14,85.27,86.21,84.6,197.02K,-0.28
02/15/2023,85.38,85.2,85.85,83.88,245.98K,-0.23
02/14/2023,85.58,85.83,86.42,84.13,231.63K,-1.19
02/13/2023,86.61,86.51,86.95,85.1,207.62K,0.25
02/10/2023,86.39,84.22,86.9,83.93,297.34K,2.24
02/09/2023,84.5,84.96,85.5,83.05,260.73K,-0.69
02/08/2023,85.09,84.11,85.15,83.51,254.14K,1.67
02/07/2023,83.69,81.26,84.13,81.19,290.98K,3.33
02/06/2023,80.99,79.61,81.43,79.1,325.21K,1.31
02/03/2023,79.94,82.27,84.2,79.62,330.32K,-2.71
02/02/2023,82.17,83.34,83.61,81.25,287.09K,-0.81
02/01/2023,82.84,85.56,86.21,82.37,348.66K,-1.95
01/31/2023,84.49,85.18,85.25,83.73,11.89K,-0.48
01/30/2023,84.9,86.88,87.48,84.66,65.55K,-2.03
01/27/2023,86.66,87.65,88.95,85.69,107.08K,-0.93
01/26/2023,87.47,86.35,88.01,85.74,139.10K,1.57
01/25/2023,86.12,86.28,87.0,85.41,159.47K,-0.01
01/24/2023,86.13,88.07,88.71,85.8,207.75K,-2.34
01/23/2023,88.19,87.7,89.09,86.92,192.41K,0.64
01/20/2023,87.63,86.42,87.79,85.58,212.92K,1.71
01/19/2023,86.16,84.34,86.85,83.76,250.96K,1.39
01/18/2023,84.98,86.45,87.85,84.36,288.15K,-1.09
01/17/2023,85.92,84.2,86.82,84.04,238.30K,1.73
01/16/2023,84.46,85.36,85.59,83.83,125.96K,-0.96
01/13/2023,85.28,83.91,85.5,83.5,217.40K,1.49
01/12/2023,84.03,82.88,84.62,82.37,264.07K,1.65
01/11/2023,82.67,79.52,83.0,79.31,273.79K,3.21
01/10/2023,80.1,79.54,80.89,78.81,244.35K,0.56
01/09/2023,79.65,78.42,81.37,78.42,245.12K,1.37
01/06/2023,78.57,78.8,80.59,78.05,215.42K,-0.15
01/05/2023,78.69,78.16,79.97,77.61,259.58K,1.09
01/04/2023,77.84,82.31,82.72,77.72,319.31K,-5.19
01/03/2023,82.1,85.96,87.0,81.78,302.86K,-4.43
12/30/2022,85.91,83.71,86.0,82.88,168.65K,4.44
12/29/2022,82.26,82.88,83.14,81.28,10.99K,-1.2
12/28/2022,83.26,84.6,84.76,81.92,57.56K,-1.68
12/27/2022,84.68,85.0,86.1,84.19,160.09K,0.21
12/23/2022,84.5,82.32,84.7,81.83,180.40K,3.47
12/22/2022,81.67,82.93,84.21,81.35,211.18K,-1.1
12/21/2022,82.58,80.53,82.92,80.06,178.09K,2.55
12/20/2022,80.53,80.6,81.19,79.0,184.12K,0.49
12/19/2022,80.14,79.49,81.19,79.02,164.92K,0.82
12/16/2022,79.49,81.44,81.87,78.76,236.09K,-2.25
12/15/2022,81.32,82.84,83.18,80.92,162.08K,-1.73
12/14/2022,82.75,80.53,83.22,80.31,178.26K,2.34
12/13/2022,80.86,78.53,81.34,78.41,201.46K,3.22
12/12/2022,78.34,77.34,78.89,75.67,158.37K,2.27
12/09/2022,76.6,77.15,77.81,75.64,157.00K,0.01
12/08/2022,76.59,77.9,79.49,76.19,209.68K,-1.29
12/07/2022,77.59,80.07,80.79,77.32,207.04K,-2.61
12/06/2022,79.67,83.19,83.69,79.05,225.87K,-3.62
12/05/2022,82.66,85.7,88.2,82.53,193.04K,-3.38
12/02/2022,85.55,86.69,87.68,85.17,141.36K,-1.53
12/01/2022,86.88,86.78,89.37,86.26,229.13K,1.7
11/30/2022,85.43,83.77,85.67,83.61,9.05K,2.89
11/29/2022,83.03,82.41,86.0,82.39,67.93K,-0.19
11/28/2022,83.19,83.58,84.1,80.61,102.56K,-0.53
11/25/2022,83.63,85.5,86.87,83.59,85.31K,-2.0
11/24/2022,85.34,85.04,85.54,83.9,75.61K,-0.08
11/23/2022,85.41,88.47,89.56,84.12,212.14K,-3.34
11/22/2022,88.36,87.76,89.9,87.35,190.85K,1.04
11/21/2022,87.45,87.74,87.98,82.31,354.60K,-0.19
11/18/2022,87.62,90.1,90.63,85.8,379.66K,-2.41
11/17/2022,89.78,92.73,92.91,89.53,313.53K,-3.32
11/16/2022,92.86,94.11,94.79,91.67,257.62K,-1.07
11/15/2022,93.86,92.59,95.77,91.53,317.50K,0.77
11/14/2022,93.14,95.87,96.95,92.5,248.25K,-2.97
11/11/2022,95.99,93.84,96.92,93.69,238.07K,2.48
11/10/2022,93.67,92.53,94.32,91.73,278.53K,1.1
11/09/2022,92.65,95.17,95.65,92.33,308.02K,-2.84
11/08/2022,95.36,98.24,98.3,95.0,251.67K,-2.61
11/07/2022,97.92,97.31,99.56,96.5,241.94K,-0.66
11/04/2022,98.57,94.58,98.81,94.33,307.09K,4.12
11/03/2022,94.67,95.36,95.98,94.19,229.12K,-1.55
11/02/2022,96.16,94.85,96.5,94.01,253.00K,1.6
11/01/2022,94.65,92.67,95.55,92.33,247.65K,-0.19
10/31/2022,94.83,96.47,96.47,94.25,15.00K,-0.98
10/28/2022,95.77,96.58,96.89,94.96,89.94K,-1.23
10/27/2022,96.96,96.05,97.27,95.07,84.57K,1.33
10/26/2022,95.69,92.91,96.25,92.06,138.00K,4.31
10/25/2022,91.74,91.4,92.48,89.75,222.20K,0.58
10/24/2022,91.21,91.23,92.3,89.01,178.75K,-0.14
10/21/2022,91.34,90.48,91.72,89.17,181.51K,0.98
10/20/2022,90.45,90.47,92.66,90.01,211.69K,-0.12
10/19/2022,90.56,89.31,90.95,87.9,260.25K,2.21
10/18/2022,88.6,90.53,91.22,87.52,247.36K,-1.75
10/17/2022,90.18,90.2,91.79,89.49,163.34K,0.03
10/14/2022,90.15,92.81,93.45,89.81,153.89K,-4.67
10/13/2022,94.57,92.49,94.92,91.08,280.52K,2.29
10/12/2022,92.45,93.72,95.17,91.56,257.66K,-1.95
10/11/2022,94.29,95.93,96.46,93.11,259.03K,-1.98
10/10/2022,96.19,98.75,98.75,95.6,215.37K,-1.77
10/07/2022,97.92,94.71,98.58,93.94,269.40K,3.71
10/06/2022,94.42,93.71,94.98,92.72,207.53K,1.12
10/05/2022,93.37,91.89,93.96,90.76,296.20K,1.71
10/04/2022,91.8,88.81,92.4,88.78,282.38K,3.31
10/03/2022,88.86,86.35,89.82,86.35,270.69K,1.02
09/30/2022,87.96,88.53,89.8,87.69,5.89K,-0.6
09/29/2022,88.49,88.97,90.12,87.33,57.86K,-0.93
09/28/2022,89.32,86.14,89.47,84.26,74.33K,5.24
09/27/2022,84.87,82.84,85.84,82.81,252.52K,2.43
09/26/2022,82.86,85.54,86.45,82.44,257.04K,-2.55
09/23/2022,85.03,89.57,89.88,84.55,304.20K,-5.03
09/22/2022,89.53,88.83,91.74,88.28,219.29K,0.82
09/21/2022,88.8,89.57,92.23,88.31,247.64K,-0.67
09/20/2022,89.4,90.85,91.57,88.56,209.16K,-2.83
09/19/2022,92.0,91.43,92.57,88.5,138.53K,0.71
09/16/2022,91.35,90.51,92.66,90.25,197.48K,0.56
09/15/2022,90.84,94.65,94.66,90.03,257.62K,-3.46
09/14/2022,94.1,93.4,95.8,91.93,259.90K,1.0
09/13/2022,93.17,94.31,95.53,91.05,275.17K,-0.88
09/12/2022,94.0,92.54,95.17,91.21,210.43K,1.25
09/09/2022,92.84,88.62,93.12,88.6,202.94K,4.76
09/08/2022,88.62,87.98,89.82,87.25,,0.7
09/07/2022,88.0,92.81,93.8,87.4,300.20K,-5.2
09/06/2022,92.83,95.19,95.94,92.3,225.95K,-3.04
09/05/2022,95.74,93.02,96.99,93.02,144.26K,2.92
09/02/2022,93.02,92.66,95.32,92.65,210.00K,0.71
09/01/2022,92.36,95.18,95.68,91.81,297.55K,-4.28
08/31/2022,96.49,99.79,100.46,95.44,10.07K,-1.38
08/30/2022,97.84,102.88,103.48,96.63,356.10K,-4.95
08/29/2022,102.93,98.96,103.22,98.25,211.63K,3.96
08/26/2022,99.01,98.95,100.1,96.96,277.48K,0.56
08/25/2022,98.46,100.79,101.53,98.23,223.98K,-1.87
08/24/2022,100.34,99.3,100.89,98.27,233.92K,1.18
08/23/2022,99.17,96.0,99.41,95.81,198.99K,3.51
08/22/2022,95.81,95.36,96.66,92.0,186.81K,-0.94
08/19/2022,96.72,96.68,97.88,94.25,178.60K,0.13
08/18/2022,96.59,93.29,97.42,93.05,208.55K,3.14
08/17/2022,93.65,92.67,94.48,91.51,199.19K,1.42
08/16/2022,92.34,94.01,95.95,91.71,217.75K,-2.9
08/15/2022,95.1,97.72,98.17,92.78,217.57K,-3.11
08/12/2022,98.15,99.33,100.38,96.94,188.13K,-1.46
08/11/2022,99.6,97.04,100.17,96.63,219.42K,2.26
08/10/2022,97.4,96.34,97.97,93.63,247.74K,1.13
08/09/2022,96.31,96.36,98.4,94.9,219.67K,-0.35
08/08/2022,96.65,94.51,96.82,93.01,201.25K,1.82
08/05/2022,94.92,93.65,96.4,92.78,216.20K,0.85
08/04/2022,94.12,97.1,97.66,93.2,264.81K,-2.75
08/03/2022,96.78,99.73,102.41,96.5,293.11K,-3.74
08/02/2022,100.54,99.87,102.41,98.49,229.68K,0.51
08/01/2022,100.03,103.92,104.43,99.09,272.84K,-9.07
07/29/2022,110.01,108.0,110.67,106.9,9.13K,2.68
07/28/2022,107.14,107.31,109.06,106.0,80.84K,0.49
07/27/2022,106.62,104.75,107.86,103.73,77.69K,2.13
07/26/2022,104.4,104.73,107.34,103.99,110.00K,-0.71
07/25/2022,105.15,103.85,105.38,101.64,123.67K,1.89
07/22/2022,103.2,103.86,105.72,101.9,137.24K,-0.64
07/21/2022,103.86,106.49,106.78,101.5,228.70K,-2.86
07/20/2022,106.92,107.07,107.45,105.08,186.70K,-0.4
07/19/2022,107.35,105.74,107.61,103.6,226.40K,1.02
07/18/2022,106.27,100.82,106.48,99.46,213.50K,5.05
07/15/2022,101.16,99.91,102.64,98.17,218.09K,2.08
07/14/2022,99.1,99.43,100.39,94.5,318.79K,-0.47
07/13/2022,99.57,98.5,101.21,98.28,247.47K,0.08
07/12/2022,99.49,106.25,106.56,98.9,275.62K,-7.11
07/11/2022,107.1,107.0,107.7,103.64,194.66K,0.07
07/08/2022,107.02,104.65,107.47,103.67,238.35K,2.26
07/07/2022,104.65,100.14,106.35,98.5,279.66K,3.93
07/06/2022,100.69,104.88,105.85,98.5,350.30K,-2.02
07/05/2022,102.77,113.54,114.75,101.1,428.84K,-9.45
07/04/2022,113.5,111.65,114.0,110.4,100.59K,1.68
07/01/2022,111.63,109.49,112.45,108.03,235.42K,-2.77
06/30/2022,114.81,116.01,116.67,114.22,7.11K,-1.25
06/29/2022,116.26,117.96,120.41,115.2,54.34K,-1.46
06/28/2022,117.98,115.74,118.27,115.72,65.76K,2.51
06/27/2022,115.09,112.92,116.08,111.26,118.10K,1.74
06/24/2022,113.12,110.04,114.0,109.24,134.18K,2.79
06/23/2022,110.05,109.58,112.7,108.04,195.92K,-1.51
06/22/2022,111.74,114.4,114.45,107.03,293.05K,-2.54
06/21/2022,114.65,114.21,116.25,114.02,204.03K,0.46
06/20/2022,114.13,113.88,114.5,111.52,161.60K,0.89
06/17/2022,113.12,119.13,121.25,111.72,319.91K,-5.58
06/16/2022,119.81,119.65,120.29,115.56,276.68K,1.1
06/15/2022,118.51,120.79,121.88,117.75,231.06K,-2.2
06/14/2022,121.17,121.88,125.19,118.91,291.26K,-0.9
06/13/2022,122.27,121.94,123.7,118.93,257.11K,0.21
06/10/2022,122.01,122.89,124.33,119.81,294.28K,-0.86
06/09/2022,123.07,123.6,124.34,122.5,218.98K,-0.41
06/08/2022,123.58,120.65,124.4,120.45,256.29K,2.5
06/07/2022,120.57,119.94,121.37,118.55,276.72K,0.89
06/06/2022,119.51,121.55,121.95,118.77,204.09K,-0.18
06/03/2022,119.72,118.22,121.45,116.02,141.66K,1.79
06/02/2022,117.61,115.02,118.46,112.45,216.90K,1.14
06/01/2022,116.29,116.08,118.57,115.4,242.16K,-5.33
05/31/2022,122.84,122.2,125.28,121.6,11.56K,0.96
05/30/2022,121.67,119.28,122.01,118.98,42.41K,1.88
05/27/2022,119.43,117.52,119.72,116.63,81.16K,1.73
05/26/2022,117.4,114.35,118.0,113.85,123.58K,2.96
05/25/2022,114.03,114.12,115.3,113.01,152.33K,0.41
05/24/2022,113.56,112.79,114.63,111.7,191.73K,0.12
05/23/2022,113.42,112.85,114.34,111.86,196.51K,0.77
05/20/2022,112.55,111.45,113.23,110.52,180.89K,0.46
05/19/2022,112.04,108.22,112.31,105.7,272.35K,2.69
05/18/2022,109.11,112.91,114.15,108.35,245.04K,-2.52
05/17/2022,111.93,114.42,115.69,111.09,277.89K,-2.02
05/16/2022,114.24,111.67,114.79,108.84,218.44K,2.41
05/13/2022,111.55,108.25,111.69,107.79,220.32K,3.82
05/12/2022,107.45,107.67,108.71,104.69,264.26K,-0.06
05/11/2022,107.51,101.51,108.29,101.3,287.53K,4.93
05/10/2022,102.46,105.5,106.96,101.54,327.99K,-3.28
05/09/2022,105.94,112.94,113.2,105.0,302.17K,-5.74
05/06/2022,112.39,111.27,113.5,109.87,249.83K,1.34
05/05/2022,110.9,110.55,114.0,109.2,279.88K,0.69
05/04/2022,110.14,105.91,111.0,105.46,241.68K,4.93
05/03/2022,104.97,107.61,108.32,104.62,184.20K,-2.43
05/02/2022,107.58,106.3,108.46,103.1,151.34K,-1.61
04/29/2022,109.34,107.55,110.3,107.0,12.02K,1.63
04/28/2022,107.59,104.96,108.0,103.29,73.32K,2.16
04/27/2022,105.32,105.45,106.33,103.27,67.06K,0.31
04/26/2022,104.99,102.53,106.2,101.08,138.20K,2.61
04/25/2022,102.32,105.49,105.85,99.48,156.35K,-4.06
04/22/2022,106.65,108.26,108.76,105.54,125.87K,-1.55
04/21/2022,108.33,107.07,109.8,106.76,185.38K,1.43
04/20/2022,106.8,108.1,109.0,104.65,243.67K,-0.42
04/19/2022,107.25,112.85,114.21,106.74,239.91K,-5.22
04/18/2022,113.16,112.32,114.84,110.71,132.15K,1.31
04/14/2022,111.7,108.29,112.39,106.63,210.18K,2.68
04/13/2022,108.78,105.44,109.0,104.06,247.26K,3.96
04/12/2022,104.64,99.35,105.6,98.9,273.95K,6.26
04/11/2022,98.48,103.21,103.3,97.57,238.69K,-4.18
04/08/2022,102.78,101.42,103.3,99.65,217.64K,2.19
04/07/2022,100.58,101.78,103.59,98.41,296.03K,-0.48
04/06/2022,101.07,105.7,108.67,100.54,286.52K,-5.22
04/05/2022,106.64,108.51,109.9,104.53,203.06K,-0.83
04/04/2022,107.53,104.08,108.68,102.89,218.68K,3.01
04/01/2022,104.39,105.25,106.24,102.35,238.62K,-3.26
03/31/2022,107.91,112.81,112.94,106.5,8.68K,-4.88
03/30/2022,113.45,112.0,114.8,110.74,72.33K,2.92
03/29/2022,110.23,110.1,114.83,104.84,93.68K,-2.0
03/28/2022,112.48,119.9,119.9,109.06,150.82K,-6.77
03/25/2022,120.65,118.88,120.92,115.16,133.46K,1.36
03/24/2022,119.03,121.56,123.74,116.93,177.66K,-2.11
03/23/2022,121.6,114.7,122.34,114.45,224.53K,5.3
03/22/2022,115.48,117.04,119.48,112.64,204.66K,-0.12
03/21/2022,115.62,107.5,116.8,107.06,196.49K,7.12
03/18/2022,107.93,106.8,109.59,105.78,168.91K,1.21
03/17/2022,106.64,98.61,107.5,97.75,200.95K,8.79
03/16/2022,98.02,99.14,103.7,96.93,246.82K,-1.89
03/15/2022,99.91,105.34,105.71,97.44,318.12K,-6.54
03/14/2022,106.9,113.15,113.15,103.49,265.91K,-5.12
03/11/2022,112.67,110.26,113.91,107.13,287.39K,3.05
03/10/2022,109.33,112.65,118.36,109.0,352.34K,-1.63
03/09/2022,111.14,130.28,131.64,105.6,521.58K,-13.16
03/08/2022,127.98,124.56,133.15,121.31,469.99K,3.87
03/07/2022,123.21,122.79,139.13,119.04,419.93K,4.32
03/04/2022,118.11,114.23,118.98,109.62,334.41K,6.93
03/03/2022,110.46,115.27,119.84,109.4,452.52K,-2.19
03/02/2022,112.93,107.34,115.11,106.83,490.57K,7.58
03/01/2022,104.97,98.43,107.67,98.3,492.51K,3.94
