Date,Price,Open,High,Low,Volume,Change
09/04/2023,24.305,24.527,24.65,24.302,,-0.93
09/03/2023,24.532,24.54,24.565,24.483,,-0.12
09/01/2023,24.562,24.82,25.22,24.52,61.53K,-1.01
08/31/2023,24.812,25.02,25.06,24.745,47.18K,-1.16
08/30/2023,25.104,25.135,25.425,24.92,67.03K,-0.14
08/29/2023,25.139,24.62,25.195,24.555,51.64K,2.17
08/28/2023,24.605,24.62,24.75,24.45,32.66K,0.09
08/25/2023,24.583,24.53,24.785,24.31,32.75K,0.03
08/24/2023,24.575,24.7,24.74,24.45,39.41K,-0.55
08/23/2023,24.71,23.795,24.75,23.79,33.68K,3.99
08/22/2023,23.763,23.71,23.83,23.59,18.49K,0.44
08/21/2023,23.659,23.13,23.7,23.04,18.19K,4.07
08/18/2023,22.733,22.75,22.92,22.67,54.78K,0.08
08/17/2023,22.715,22.485,23.07,22.39,66.43K,0.8
08/16/2023,22.535,22.59,22.855,22.445,46.54K,-0.53
08/15/2023,22.656,22.65,22.77,22.265,61.48K,-0.23
08/14/2023,22.708,22.74,22.82,22.41,53.77K,-0.15
08/11/2023,22.743,22.76,22.91,22.61,52.69K,-0.34
08/10/2023,22.821,22.73,23.06,22.665,75.61K,0.4
08/09/2023,22.731,22.82,22.99,22.68,69.55K,-0.33
08/08/2023,22.807,23.2,23.255,22.72,82.66K,-1.83
08/07/2023,23.232,23.72,23.775,23.145,62.32K,-2.04
08/04/2023,23.716,23.71,23.895,23.275,58.39K,0.08
08/03/2023,23.697,23.835,23.94,23.41,63.14K,-0.73
08/02/2023,23.872,24.48,24.63,23.76,73.95K,-1.87
08/01/2023,24.326,24.9,24.905,24.255,52.95K,-2.59
07/31/2023,24.972,24.475,24.985,24.32,45.40K,1.95
07/28/2023,24.495,24.265,24.545,24.24,38.73K,1.04
07/27/2023,24.243,24.925,25.16,24.15,0.10K,-2.41
07/26/2023,24.841,24.605,25.0,24.605,0.07K,0.59
07/25/2023,24.695,24.595,24.725,24.55,0.06K,1.0
07/24/2023,24.451,24.675,24.715,24.365,0.07K,-1.63
07/21/2023,24.855,24.95,25.11,24.765,,-0.55
07/20/2023,24.992,25.31,25.473,24.898,,-1.56
07/19/2023,25.387,25.275,25.46,25.145,,0.52
07/18/2023,25.256,25.06,25.405,24.975,,0.95
07/17/2023,25.018,25.155,25.155,24.815,,-0.7
07/14/2023,25.194,25.105,25.255,24.91,,0.98
07/13/2023,24.949,24.33,25.11,24.31,,2.63
07/12/2023,24.31,23.325,24.375,23.31,,4.42
07/11/2023,23.281,23.335,23.595,23.22,,-0.27
07/10/2023,23.345,23.34,23.37,22.94,,0.24
07/07/2023,23.289,22.905,23.365,22.8,,1.74
07/06/2023,22.89,23.355,23.47,22.72,,-2.19
07/05/2023,23.402,23.12,23.535,22.97,,1.01
07/04/2023,23.168,23.102,23.267,23.073,,0.24
07/03/2023,23.112,22.995,23.29,22.91,,1.32
06/30/2023,22.81,22.53,22.765,22.345,,0.97
06/29/2023,22.591,22.745,22.905,22.3,6.99K,-1.21
06/28/2023,22.868,22.865,22.865,22.865,0.04K,-0.31
06/27/2023,22.939,22.835,23.15,22.785,0.00K,0.59
06/26/2023,22.805,22.845,22.85,22.845,0.01K,2.14
06/23/2023,22.328,22.29,22.71,22.14,53.21K,-0.48
06/22/2023,22.436,22.69,22.75,22.2,0.00K,-1.48
06/21/2023,22.774,23.21,23.23,22.515,78.46K,-1.81
06/20/2023,23.193,24.245,24.26,23.1,110.46K,-3.61
06/19/2023,24.062,24.198,24.262,23.962,,-0.56
06/18/2023,24.198,24.235,24.258,24.172,,0.51
06/16/2023,24.076,23.965,24.29,23.91,62.35K,0.77
06/15/2023,23.891,24.0,24.01,23.27,0.00K,-0.89
06/14/2023,24.105,23.73,24.175,23.715,61.20K,1.19
06/13/2023,23.822,24.145,24.52,23.665,73.64K,-0.99
06/12/2023,24.059,24.375,24.395,23.955,58.04K,-1.44
06/09/2023,24.41,24.36,24.62,24.28,63.77K,0.25
06/08/2023,24.348,23.525,24.46,23.51,84.07K,3.48
06/07/2023,23.529,23.675,24.165,23.48,73.33K,-0.6
06/06/2023,23.67,23.665,23.87,23.41,44.28K,0.15
06/05/2023,23.635,23.69,23.785,23.32,47.49K,-0.47
06/02/2023,23.747,23.98,24.12,23.66,62.06K,-1.0
06/01/2023,23.987,23.625,24.03,23.355,76.91K,1.7
05/31/2023,23.587,23.31,23.735,23.16,76.73K,1.5
05/30/2023,23.239,23.425,23.51,23.03,79.06K,-0.12
05/29/2023,23.267,23.41,23.503,23.258,,-0.62
05/28/2023,23.413,23.43,23.455,23.395,,0.71
05/26/2023,23.248,22.71,23.34,22.705,0.28K,1.95
05/25/2023,22.803,23.07,23.125,22.705,0.36K,-1.42
05/24/2023,23.132,23.48,23.505,23.05,0.26K,-1.6
05/23/2023,23.509,23.67,23.67,23.14,0.38K,-0.99
05/22/2023,23.743,23.88,23.92,23.66,0.28K,-0.86
05/19/2023,23.948,23.56,24.01,23.555,0.15K,1.81
05/18/2023,23.523,23.84,23.84,23.38,0.35K,-1.12
05/17/2023,23.789,23.83,23.94,23.65,0.18K,0.03
05/16/2023,23.783,24.115,24.115,23.71,0.18K,-1.62
05/15/2023,24.175,24.03,24.27,23.945,0.17K,0.09
05/12/2023,24.154,24.37,24.405,23.91,,-1.11
05/11/2023,24.424,25.545,25.7,24.325,,-4.81
05/10/2023,25.658,25.84,26.2,25.455,,-0.93
05/09/2023,25.898,25.79,25.93,25.57,45.73K,0.25
05/08/2023,25.834,25.945,25.99,25.76,,-0.37
05/05/2023,25.93,26.33,26.435,25.41,,-1.62
05/04/2023,26.358,25.968,26.363,25.703,,2.64
05/03/2023,25.681,25.65,25.91,25.355,,0.24
05/02/2023,25.619,25.245,25.765,24.82,,1.54
05/01/2023,25.23,25.46,26.21,25.14,,0.02
04/28/2023,25.226,25.205,25.35,24.98,,0.07
04/27/2023,25.209,25.17,25.41,24.745,,0.55
04/26/2023,25.071,25.265,25.515,25.01,,-0.07
04/25/2023,25.088,25.48,25.655,24.735,,-1.71
04/24/2023,25.524,25.375,25.535,25.055,,0.97
04/21/2023,25.28,25.565,25.69,25.21,19.88K,-1.23
04/20/2023,25.595,25.58,25.805,25.38,21.43K,0.02
04/19/2023,25.59,25.495,25.675,24.925,18.98K,0.42
04/18/2023,25.484,25.35,25.645,25.255,14.04K,1.58
04/17/2023,25.088,25.44,25.71,24.92,64.63K,-1.46
04/14/2023,25.46,25.97,26.235,25.265,94.54K,-1.79
04/13/2023,25.925,25.63,26.115,25.515,75.42K,1.83
04/12/2023,25.458,25.185,25.825,25.175,89.02K,1.08
04/11/2023,25.186,25.015,25.275,24.97,54.83K,1.1
04/10/2023,24.912,24.91,25.24,24.775,47.96K,-0.72
04/06/2023,25.093,25.09,25.175,24.695,49.82K,0.22
04/05/2023,25.037,25.175,25.295,24.785,66.17K,-0.25
04/04/2023,25.101,24.105,25.195,23.97,80.73K,4.5
04/03/2023,24.021,24.285,24.335,23.725,59.79K,-0.56
03/31/2023,24.156,24.05,24.31,23.83,59.67K,0.7
03/30/2023,23.989,23.44,24.1,23.37,67.10K,2.56
03/29/2023,23.391,23.315,23.43,23.18,0.19K,0.2
03/28/2023,23.345,23.18,23.425,22.925,0.06K,1.17
03/27/2023,23.075,23.185,23.185,22.945,0.05K,-0.74
03/24/2023,23.247,23.24,23.705,23.125,0.02K,0.45
03/23/2023,23.144,23.1,23.36,22.9,,2.07
03/22/2023,22.675,22.68,23.065,22.65,0.02K,1.57
03/21/2023,22.324,22.57,22.6,22.205,0.06K,-0.93
03/20/2023,22.533,22.63,22.72,22.415,0.01K,0.81
03/17/2023,22.351,21.75,22.065,21.75,0.06K,3.53
03/16/2023,21.588,21.855,21.86,21.58,0.05K,-0.85
03/15/2023,21.774,21.6,22.08,21.6,0.02K,-0.71
03/14/2023,21.929,21.51,21.91,21.5,0.06K,0.62
03/13/2023,21.793,20.69,21.785,20.69,0.02K,6.96
03/10/2023,20.375,20.145,20.875,19.945,0.05K,1.75
03/09/2023,20.025,20.01,20.03,20.01,0.01K,0.1
03/08/2023,20.005,20.035,20.14,19.83,0.08K,-0.24
03/07/2023,20.054,20.985,20.985,19.99,0.06K,-4.43
03/06/2023,20.984,21.175,21.22,20.98,0.12K,-1.2
03/03/2023,21.238,20.99,21.385,20.91,,2.27
03/02/2023,20.766,20.915,20.915,20.735,,-0.92
03/01/2023,20.959,20.88,21.15,20.88,0.58K,-0.01
02/28/2023,20.961,20.64,21.01,20.475,0.51K,1.41
02/27/2023,20.67,20.75,20.82,20.515,7.50K,-0.67
02/24/2023,20.81,21.33,21.395,20.725,51.63K,-2.33
02/23/2023,21.306,21.52,21.67,21.26,52.99K,-1.71
02/22/2023,21.677,21.87,22.0,21.435,50.98K,-0.97
02/21/2023,21.89,21.7,21.995,21.555,86.91K,0.38
02/20/2023,21.808,21.595,21.902,21.558,,0.97
02/19/2023,21.598,21.753,21.753,21.585,,-0.54
02/17/2023,21.715,21.585,21.8,21.155,67.93K,0.02
02/16/2023,21.71,21.64,21.79,21.4,56.29K,0.64
02/15/2023,21.572,21.865,21.875,21.385,55.51K,-1.38
02/14/2023,21.873,21.995,22.04,21.585,73.82K,0.1
02/13/2023,21.852,22.03,22.085,21.785,48.51K,-1.01
02/10/2023,22.075,22.015,22.31,21.83,68.26K,-0.31
02/09/2023,22.143,22.365,22.615,21.915,67.99K,-1.24
02/08/2023,22.42,22.21,22.56,22.205,56.97K,1.1
02/07/2023,22.177,22.305,22.485,22.065,72.08K,-0.27
02/06/2023,22.237,22.385,22.635,22.17,66.94K,-0.75
02/03/2023,22.405,23.515,23.665,22.325,111.87K,-5.12
02/02/2023,23.615,24.065,24.75,23.495,110.84K,0.03
02/01/2023,23.609,23.84,24.15,23.44,65.33K,-0.95
01/31/2023,23.836,23.695,23.865,23.05,66.63K,0.43
01/30/2023,23.733,23.675,23.92,23.63,56.12K,0.85
01/27/2023,23.534,23.845,23.85,23.5,0.18K,-1.68
01/26/2023,23.937,23.925,24.325,23.63,1.35K,0.38
01/25/2023,23.846,23.585,23.985,23.435,0.33K,0.76
01/24/2023,23.665,23.505,23.74,23.275,0.58K,0.78
01/23/2023,23.481,24.05,24.21,22.79,0.43K,-1.59
01/20/2023,23.86,23.95,24.055,23.87,0.03K,0.29
01/19/2023,23.791,23.46,23.94,23.285,0.07K,0.94
01/18/2023,23.569,24.01,24.315,23.495,0.09K,-1.71
01/17/2023,23.978,24.38,24.53,23.955,0.13K,-1.95
01/16/2023,24.455,24.413,24.665,24.087,,0.16
01/15/2023,24.415,24.422,24.445,24.38,,0.56
01/13/2023,24.279,23.88,24.31,23.555,0.12K,1.53
01/12/2023,23.914,23.465,24.24,23.465,0.12K,1.84
01/11/2023,23.481,23.72,24.19,23.34,57.03K,-0.78
01/10/2023,23.665,23.775,23.905,23.55,42.92K,-0.86
01/09/2023,23.871,24.025,24.285,23.725,47.84K,-0.46
01/06/2023,23.982,23.385,24.055,23.345,,2.38
01/05/2023,23.424,23.94,24.06,23.26,,-2.25
01/04/2023,23.964,24.175,24.64,23.745,,-1.12
01/03/2023,24.236,24.305,24.775,24.095,69.96K,-0.38
01/02/2023,24.328,24.177,24.387,24.165,,1.2
12/30/2022,24.04,24.105,24.36,23.705,40.89K,-0.87
12/29/2022,24.25,23.725,24.28,23.69,36.90K,1.72
12/28/2022,23.84,24.24,24.275,23.645,34.29K,-1.56
12/27/2022,24.217,24.05,24.495,23.975,45.23K,0.67
12/26/2022,24.055,24.008,24.168,23.968,,0.56
12/23/2022,23.92,23.74,24.095,23.685,31.56K,1.26
12/22/2022,23.622,24.195,24.315,23.55,46.20K,-2.36
12/21/2022,24.194,24.395,24.525,24.055,36.77K,-0.32
12/20/2022,24.271,23.18,24.49,23.05,72.52K,4.62
12/19/2022,23.199,23.415,23.625,23.03,33.18K,-0.55
12/16/2022,23.328,23.27,23.445,22.735,51.26K,0.1
12/15/2022,23.305,24.18,24.18,23.155,61.90K,-3.44
12/14/2022,24.136,23.965,24.275,23.605,51.52K,0.61
12/13/2022,23.99,23.52,24.39,23.49,74.31K,2.51
12/12/2022,23.403,23.65,23.765,23.32,39.13K,-1.32
12/09/2022,23.717,23.305,23.9,23.14,53.44K,2.03
12/08/2022,23.246,22.92,23.425,22.725,44.88K,1.41
12/07/2022,22.922,22.35,23.01,22.255,51.54K,2.63
12/06/2022,22.335,22.435,22.78,22.19,49.86K,-0.37
12/05/2022,22.417,23.29,23.69,22.35,72.92K,-3.58
12/02/2022,23.25,22.975,23.475,22.48,74.94K,1.79
12/01/2022,22.841,22.41,23.005,22.24,73.64K,4.87
11/30/2022,21.781,21.415,22.41,21.355,63.51K,1.61
11/29/2022,21.436,21.13,21.635,21.06,46.73K,1.47
11/28/2022,21.125,21.64,21.815,21.045,59.18K,-2.24
11/25/2022,21.609,21.785,21.88,21.355,30.82K,0.47
11/24/2022,21.508,21.637,21.73,21.488,,-0.08
11/23/2022,21.526,21.26,21.78,21.095,20.92K,1.4
11/22/2022,21.229,21.05,21.555,21.05,22.91K,1.71
11/21/2022,20.872,20.985,21.04,20.6,49.27K,-0.6
11/18/2022,20.997,21.02,21.325,20.87,45.48K,0.1
11/17/2022,20.975,21.505,21.535,20.785,68.30K,-2.55
11/16/2022,21.524,21.63,22.155,21.455,71.72K,0.03
11/15/2022,21.518,22.065,22.38,21.45,94.52K,-2.69
11/14/2022,22.113,21.77,22.19,21.37,63.15K,2.06
11/11/2022,21.667,21.77,22.16,21.355,77.86K,-0.16
11/10/2022,21.702,21.115,21.94,21.045,92.92K,1.76
11/09/2022,21.327,21.425,21.695,21.055,80.56K,-0.81
11/08/2022,21.502,20.85,21.72,20.57,95.95K,2.79
11/07/2022,20.919,20.57,21.08,20.435,76.41K,0.0
11/06/2022,20.919,20.57,21.08,20.435,68.48K,0.65
11/04/2022,20.784,19.5,20.965,19.425,101.28K,6.97
11/03/2022,19.43,19.23,19.555,18.805,69.42K,-0.84
11/02/2022,19.594,19.635,20.11,19.2,60.59K,-0.37
11/01/2022,19.667,19.11,20.04,19.085,74.28K,2.87
10/31/2022,19.119,19.2,19.225,18.865,35.79K,-0.15
10/28/2022,19.147,19.565,19.62,18.95,50.43K,-1.78
10/27/2022,19.494,19.555,19.66,19.255,58.01K,0.04
10/26/2022,19.486,19.325,19.765,19.18,55.63K,0.71
10/25/2022,19.349,19.195,19.41,18.74,54.44K,0.83
10/24/2022,19.189,19.395,19.675,18.985,61.36K,0.65
10/21/2022,19.066,18.625,19.405,18.205,85.07K,2.02
10/20/2022,18.689,18.405,18.96,18.15,57.78K,1.8
10/19/2022,18.359,18.685,18.755,18.305,36.44K,-1.3
10/18/2022,18.6,18.625,18.865,18.49,39.82K,-0.64
10/17/2022,18.719,18.16,18.89,18.155,52.19K,3.59
10/14/2022,18.071,18.865,19.055,18.01,69.61K,-4.48
10/13/2022,18.918,19.01,19.29,18.41,73.30K,-0.11
10/12/2022,18.938,19.175,19.31,18.84,57.22K,-2.82
10/11/2022,19.487,19.63,19.725,19.05,60.40K,-0.65
10/10/2022,19.615,20.185,20.21,19.525,59.20K,-3.16
10/07/2022,20.255,20.71,20.875,20.02,60.63K,-1.96
10/06/2022,20.66,20.75,20.93,20.4,49.26K,0.56
10/05/2022,20.544,21.12,21.135,19.985,80.04K,-2.63
10/04/2022,21.099,20.745,21.31,20.68,73.44K,2.48
10/03/2022,20.589,18.995,20.78,18.98,98.66K,8.14
09/30/2022,19.039,18.81,19.3,18.745,53.86K,1.75
09/29/2022,18.712,18.91,18.915,18.465,59.25K,-0.89
09/28/2022,18.88,18.365,18.965,17.895,83.80K,2.96
09/27/2022,18.337,18.35,18.785,18.295,63.09K,-0.77
09/26/2022,18.48,18.85,19.045,18.31,81.81K,-2.27
09/23/2022,18.91,19.66,19.745,18.76,82.52K,-3.6
09/22/2022,19.617,19.645,19.89,19.25,63.37K,0.7
09/21/2022,19.48,19.265,19.96,19.23,70.73K,1.55
09/20/2022,19.183,19.595,19.605,19.07,42.27K,-0.9
09/19/2022,19.358,19.6,19.69,19.235,44.27K,-0.12
09/16/2022,19.381,19.175,19.64,18.77,58.15K,0.58
09/15/2022,19.269,19.6,19.625,19.11,50.66K,-1.53
09/14/2022,19.569,19.3,19.685,19.215,47.43K,0.4
09/13/2022,19.491,19.785,19.93,19.295,76.43K,-1.86
09/12/2022,19.86,18.815,20.005,18.775,82.32K,5.82
09/09/2022,18.767,18.45,18.86,18.445,43.86K,1.76
09/08/2022,18.442,18.395,18.665,18.24,53.20K,1.0
09/07/2022,18.26,17.905,18.4,17.74,49.64K,1.97
09/05/2022,17.908,17.94,18.465,17.815,73.96K,0.15
09/02/2022,17.881,17.665,18.165,17.62,62.96K,1.22
09/01/2022,17.666,17.85,17.865,17.4,66.96K,-1.21
08/31/2022,17.882,18.29,18.39,17.8,63.46K,-2.21
08/30/2022,18.287,18.675,18.7,18.225,58.00K,-1.45
08/29/2022,18.557,18.77,18.77,18.3,33.39K,-1.01
08/26/2022,18.746,19.13,19.345,18.68,53.72K,-1.96
08/25/2022,19.12,18.995,19.26,18.955,46.31K,1.13
08/24/2022,18.907,19.02,19.105,18.815,42.82K,-0.63
08/23/2022,19.026,18.885,19.155,18.65,52.28K,0.78
08/22/2022,18.878,18.97,19.065,18.605,55.52K,-1.0
08/19/2022,19.069,19.47,19.48,18.925,55.57K,-2.03
08/18/2022,19.464,19.74,19.885,19.41,46.16K,-1.35
08/17/2022,19.731,20.105,20.24,19.63,49.57K,-1.76
08/16/2022,20.085,20.23,20.25,19.86,41.92K,-0.92
08/15/2022,20.272,20.805,20.87,20.02,55.09K,-2.06
08/12/2022,20.698,20.26,20.85,20.19,46.59K,1.72
08/11/2022,20.349,20.575,20.605,20.19,56.53K,-1.89
08/10/2022,20.742,20.5,20.83,20.315,65.02K,1.27
08/09/2022,20.482,20.695,20.74,20.4,53.85K,-0.64
08/08/2022,20.614,19.84,20.745,19.745,68.07K,3.89
08/05/2022,19.842,20.16,20.28,19.47,62.13K,-1.39
08/04/2022,20.122,20.045,20.38,19.93,49.82K,1.15
08/03/2022,19.894,19.955,20.14,19.75,47.27K,-1.22
08/02/2022,20.139,20.34,20.495,19.915,64.54K,-1.1
08/01/2022,20.362,20.335,20.51,20.065,58.52K,0.82
07/29/2022,20.197,19.99,20.35,19.825,64.59K,1.66
07/28/2022,19.868,19.05,20.0,19.01,86.52K,6.82
07/27/2022,18.6,18.535,19.095,18.36,62.26K,0.35
07/26/2022,18.535,18.33,18.62,18.285,40.82K,1.13
07/25/2022,18.328,18.54,18.675,18.195,43.12K,-1.55
07/22/2022,18.617,18.785,18.88,18.42,47.28K,-0.54
07/21/2022,18.719,18.61,18.805,18.12,58.42K,0.27
07/20/2022,18.668,18.695,19.03,18.565,42.47K,-0.24
07/19/2022,18.713,18.655,18.845,18.51,36.80K,-0.67
07/18/2022,18.84,18.675,18.95,18.585,42.25K,1.32
07/15/2022,18.594,18.335,18.695,18.095,53.07K,2.02
07/14/2022,18.225,19.18,19.18,18.01,82.27K,-5.05
07/13/2022,19.194,18.87,19.36,18.79,63.75K,1.24
07/12/2022,18.958,19.055,19.135,18.63,53.27K,-0.91
07/11/2022,19.132,19.265,19.31,19.015,38.60K,-0.54
07/08/2022,19.236,19.17,19.39,18.935,43.11K,0.25
07/07/2022,19.188,19.17,19.435,19.035,42.48K,0.15
07/06/2022,19.159,19.155,19.325,18.705,66.25K,0.2
07/04/2022,19.121,19.88,20.1,18.97,85.00K,-2.78
07/01/2022,19.667,20.29,20.29,19.295,75.67K,-3.37
06/30/2022,20.352,20.725,20.785,20.145,61.10K,-1.86
06/29/2022,20.738,20.84,21.065,20.61,53.00K,-0.33
06/28/2022,20.806,21.17,21.355,20.72,42.01K,-1.71
06/27/2022,21.168,21.2,21.535,21.08,48.09K,0.2
06/24/2022,21.125,20.92,21.205,20.545,72.54K,0.39
06/23/2022,21.042,21.42,21.495,20.89,71.94K,-1.77
06/22/2022,21.421,21.67,21.675,21.205,55.92K,-1.59
06/20/2022,21.768,21.52,21.95,21.43,64.99K,0.84
06/17/2022,21.587,21.955,21.965,21.56,43.90K,-1.36
06/16/2022,21.885,21.68,21.97,21.32,52.32K,2.17
06/15/2022,21.42,21.01,21.845,20.97,70.54K,2.22
06/14/2022,20.954,21.07,21.36,20.845,59.21K,-1.42
06/13/2022,21.255,22.01,22.04,20.91,88.96K,-3.08
06/10/2022,21.931,21.715,22.02,21.235,78.78K,0.52
06/09/2022,21.817,22.085,22.165,21.535,63.62K,-1.25
06/08/2022,22.094,22.275,22.275,21.795,44.94K,-0.38
06/07/2022,22.178,22.085,22.3,21.84,51.45K,0.39
06/06/2022,22.092,21.945,22.565,21.9,48.16K,0.84
06/03/2022,21.908,22.355,22.525,21.86,37.47K,-1.65
06/02/2022,22.275,21.86,22.38,21.785,35.94K,1.64
06/01/2022,21.915,21.535,21.995,21.41,51.15K,1.05
05/30/2022,21.688,22.15,22.31,21.455,67.95K,-1.85
05/27/2022,22.096,22.035,22.475,21.94,38.41K,0.6
05/26/2022,21.965,21.975,22.075,21.73,29.70K,0.43
05/25/2022,21.87,22.115,22.145,21.725,32.08K,-0.87
05/24/2022,22.063,21.77,22.215,21.645,36.83K,1.57
05/23/2022,21.723,21.78,22.205,21.66,41.17K,0.23
05/20/2022,21.674,21.965,22.08,21.58,34.79K,-1.07
05/19/2022,21.908,21.43,22.01,21.25,41.28K,1.69
05/18/2022,21.544,21.665,21.75,21.365,33.87K,-0.95
05/17/2022,21.75,21.65,21.925,21.52,39.23K,0.92
05/16/2022,21.551,21.105,21.71,20.835,46.63K,2.62
05/13/2022,21.001,20.635,21.125,20.42,58.68K,1.1
05/12/2022,20.773,21.555,21.625,20.59,82.00K,-3.72
05/11/2022,21.575,21.21,21.97,21.2,80.77K,0.7
05/10/2022,21.424,21.77,22.085,21.155,78.50K,-1.81
05/09/2022,21.82,22.395,22.395,21.65,80.20K,-2.45
05/06/2022,22.367,22.52,22.665,22.11,59.54K,-0.34
05/05/2022,22.443,23.04,23.345,22.325,71.88K,0.18
05/04/2022,22.402,22.6,23.125,22.22,58.06K,-1.16
05/03/2022,22.665,22.7,22.89,22.44,43.73K,0.36
05/02/2022,22.584,22.785,22.88,22.13,56.21K,-2.17
04/29/2022,23.085,23.23,23.65,22.71,55.33K,-0.41
04/28/2022,23.181,23.365,23.455,22.94,57.59K,-1.19
04/27/2022,23.46,23.59,23.765,23.275,37.58K,-0.36
04/26/2022,23.544,23.705,23.975,23.445,45.15K,-0.53
04/25/2022,23.67,24.215,24.24,23.42,63.92K,-2.43
04/22/2022,24.259,24.72,24.74,24.08,65.63K,-1.47
04/21/2022,24.621,25.305,25.31,24.48,69.61K,-2.57
04/20/2022,25.271,25.315,25.4,24.98,44.95K,-0.47
04/19/2022,25.391,26.055,26.195,25.165,65.30K,-2.9
04/18/2022,26.15,25.875,26.495,25.805,52.50K,1.75
04/14/2022,25.7,25.955,26.115,25.46,51.61K,-1.27
04/13/2022,26.03,25.585,26.07,25.53,62.66K,1.15
04/12/2022,25.735,25.255,25.84,25.025,74.87K,2.99
04/11/2022,24.987,24.925,25.6,24.795,76.96K,0.66
04/08/2022,24.823,24.725,24.935,24.495,50.94K,0.36
04/07/2022,24.735,24.57,24.78,24.335,48.61K,1.13
04/06/2022,24.458,24.465,24.68,24.2,47.18K,-0.31
04/05/2022,24.534,24.665,25.11,24.355,49.22K,-0.23
04/04/2022,24.59,24.735,25.005,24.385,41.51K,-0.26
04/01/2022,24.654,24.99,25.04,24.565,44.25K,-1.91
03/31/2022,25.133,25.035,25.285,24.67,36.61K,0.08
03/30/2022,25.113,24.92,25.265,24.855,38.79K,1.52
03/29/2022,24.736,25.01,25.135,24.045,76.19K,-1.83
03/28/2022,25.196,25.725,25.795,24.94,46.26K,-1.64
03/25/2022,25.615,25.85,26.035,25.47,37.91K,-1.18
03/24/2022,25.92,25.285,26.16,25.17,61.00K,2.9
03/23/2022,25.189,24.915,25.37,24.78,34.15K,1.14
03/22/2022,24.904,25.41,25.59,24.695,45.76K,-1.62
03/21/2022,25.313,25.15,25.52,25.05,34.84K,0.9
03/18/2022,25.087,25.595,25.64,24.98,38.06K,-2.07
03/17/2022,25.616,25.24,25.75,25.165,40.14K,3.67
03/16/2022,24.71,25.115,25.25,24.55,46.30K,-1.78
03/15/2022,25.158,25.26,25.315,24.75,47.79K,-0.55
03/14/2022,25.298,26.28,26.29,25.16,52.36K,-3.3
03/11/2022,26.16,26.255,26.35,25.695,51.55K,-0.37
03/10/2022,26.256,26.06,26.425,25.6,55.85K,1.7
03/09/2022,25.816,26.925,27.39,25.73,87.11K,-4.01
03/08/2022,26.895,25.805,27.495,25.55,127.21K,4.57
03/07/2022,25.72,26.025,26.37,25.465,81.50K,-0.27
03/04/2022,25.789,25.285,25.92,25.155,70.86K,2.29
03/03/2022,25.212,25.45,25.665,25.075,57.47K,0.09
03/02/2022,25.19,25.505,25.545,24.96,69.47K,-1.37
03/01/2022,25.541,24.455,25.65,24.345,68.56K,4.82
02/28/2022,24.366,24.62,24.88,24.155,55.28K,1.45
