0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
-2.2306514532274457,-2.0572802852705245,-1.8523870867759729,-1.639613380647014,-1.6159718577438005,-1.627792619195407,-1.4544214512384857,-1.7381197260770858,-1.714478203173872,-1.4504811974212777,-0.9934117546257472,-0.5048202812925867,-0.6821317030667162,-0.7097134797871382,-0.7136537336043375,-0.9303676935504958,-0.7885185561311957,-0.8358016019376321,-0.8161003328516176,-0.8397418557548313,-1.087977846238611,-0.8830846477440684,-0.9934117546257472,-1.3559151058084138
-2.0572802852705245,-1.8523870867759729,-1.639613380647014,-1.6159718577438005,-1.627792619195407,-1.4544214512384857,-1.7381197260770858,-1.714478203173872,-1.4504811974212777,-0.9934117546257472,-0.5048202812925867,-0.6821317030667162,-0.7097134797871382,-0.7136537336043375,-0.9303676935504958,-0.7885185561311957,-0.8358016019376321,-0.8161003328516176,-0.8397418557548313,-1.087977846238611,-0.8830846477440684,-0.9934117546257472,-1.3559151058084138,-1.032814292797776
-1.8523870867759729,-1.639613380647014,-1.6159718577438005,-1.627792619195407,-1.4544214512384857,-1.7381197260770858,-1.714478203173872,-1.4504811974212777,-0.9934117546257472,-0.5048202812925867,-0.6821317030667162,-0.7097134797871382,-0.7136537336043375,-0.9303676935504958,-0.7885185561311957,-0.8358016019376321,-0.8161003328516176,-0.8397418557548313,-1.087977846238611,-0.8830846477440684,-0.9934117546257472,-1.3559151058084138,-1.032814292797776,-1.1589024149482698
-1.639613380647014,-1.6159718577438005,-1.627792619195407,-1.4544214512384857,-1.7381197260770858,-1.714478203173872,-1.4504811974212777,-0.9934117546257472,-0.5048202812925867,-0.6821317030667162,-0.7097134797871382,-0.7136537336043375,-0.9303676935504958,-0.7885185561311957,-0.8358016019376321,-0.8161003328516176,-0.8397418557548313,-1.087977846238611,-0.8830846477440684,-0.9934117546257472,-1.3559151058084138,-1.032814292797776,-1.1589024149482698,-1.1510219073138623
-1.6159718577438005,-1.627792619195407,-1.4544214512384857,-1.7381197260770858,-1.714478203173872,-1.4504811974212777,-0.9934117546257472,-0.5048202812925867,-0.6821317030667162,-0.7097134797871382,-0.7136537336043375,-0.9303676935504958,-0.7885185561311957,-0.8358016019376321,-0.8161003328516176,-0.8397418557548313,-1.087977846238611,-0.8830846477440684,-0.9934117546257472,-1.3559151058084138,-1.032814292797776,-1.1589024149482698,-1.1510219073138623,-1.135260892045047
-1.627792619195407,-1.4544214512384857,-1.7381197260770858,-1.714478203173872,-1.4504811974212777,-0.9934117546257472,-0.5048202812925867,-0.6821317030667162,-0.7097134797871382,-0.7136537336043375,-0.9303676935504958,-0.7885185561311957,-0.8358016019376321,-0.8161003328516176,-0.8397418557548313,-1.087977846238611,-0.8830846477440684,-0.9934117546257472,-1.3559151058084138,-1.032814292797776,-1.1589024149482698,-1.1510219073138623,-1.135260892045047,-1.1392011458622555
-1.4544214512384857,-1.7381197260770858,-1.714478203173872,-1.4504811974212777,-0.9934117546257472,-0.5048202812925867,-0.6821317030667162,-0.7097134797871382,-0.7136537336043375,-0.9303676935504958,-0.7885185561311957,-0.8358016019376321,-0.8161003328516176,-0.8397418557548313,-1.087977846238611,-0.8830846477440684,-0.9934117546257472,-1.3559151058084138,-1.032814292797776,-1.1589024149482698,-1.1510219073138623,-1.135260892045047,-1.1392011458622555,-0.8515626172064382
-1.7381197260770858,-1.714478203173872,-1.4504811974212777,-0.9934117546257472,-0.5048202812925867,-0.6821317030667162,-0.7097134797871382,-0.7136537336043375,-0.9303676935504958,-0.7885185561311957,-0.8358016019376321,-0.8161003328516176,-0.8397418557548313,-1.087977846238611,-0.8830846477440684,-0.9934117546257472,-1.3559151058084138,-1.032814292797776,-1.1589024149482698,-1.1510219073138623,-1.135260892045047,-1.1392011458622555,-0.8515626172064382,-0.906726170647282
-1.714478203173872,-1.4504811974212777,-0.9934117546257472,-0.5048202812925867,-0.6821317030667162,-0.7097134797871382,-0.7136537336043375,-0.9303676935504958,-0.7885185561311957,-0.8358016019376321,-0.8161003328516176,-0.8397418557548313,-1.087977846238611,-0.8830846477440684,-0.9934117546257472,-1.3559151058084138,-1.032814292797776,-1.1589024149482698,-1.1510219073138623,-1.135260892045047,-1.1392011458622555,-0.8515626172064382,-0.906726170647282,-0.8515626172064382
-1.4504811974212777,-0.9934117546257472,-0.5048202812925867,-0.6821317030667162,-0.7097134797871382,-0.7136537336043375,-0.9303676935504958,-0.7885185561311957,-0.8358016019376321,-0.8161003328516176,-0.8397418557548313,-1.087977846238611,-0.8830846477440684,-0.9934117546257472,-1.3559151058084138,-1.032814292797776,-1.1589024149482698,-1.1510219073138623,-1.135260892045047,-1.1392011458622555,-0.8515626172064382,-0.906726170647282,-0.8515626172064382,-0.8594431248408457
