0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5383693284284554,-1.5535983411864678,-1.5935744996762502,-1.5783454869182378,-1.6088035124342626,-1.6040444459473835,-1.6145143922185172,-1.6221288985975235,-1.6164180188132689,-1.4869714103701637,-1.4450916252856296,-1.4926822901544183
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5383693284284554,-1.5535983411864678,-1.5935744996762502,-1.5783454869182378,-1.6088035124342626,-1.6040444459473835,-1.6145143922185172,-1.6221288985975235,-1.6164180188132689,-1.4869714103701637,-1.4450916252856296,-1.4926822901544183,-1.5478874614022131
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5383693284284554,-1.5535983411864678,-1.5935744996762502,-1.5783454869182378,-1.6088035124342626,-1.6040444459473835,-1.6145143922185172,-1.6221288985975235,-1.6164180188132689,-1.4869714103701637,-1.4450916252856296,-1.4926822901544183,-1.5478874614022131,-1.5050558630203033
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5383693284284554,-1.5535983411864678,-1.5935744996762502,-1.5783454869182378,-1.6088035124342626,-1.6040444459473835,-1.6145143922185172,-1.6221288985975235,-1.6164180188132689,-1.4869714103701637,-1.4450916252856296,-1.4926822901544183,-1.5478874614022131,-1.5050558630203033,-1.5117185561019335
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5383693284284554,-1.5535983411864678,-1.5935744996762502,-1.5783454869182378,-1.6088035124342626,-1.6040444459473835,-1.6145143922185172,-1.6221288985975235,-1.6164180188132689,-1.4869714103701637,-1.4450916252856296,-1.4926822901544183,-1.5478874614022131,-1.5050558630203033,-1.5117185561019335,-1.510766742804558
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5383693284284554,-1.5535983411864678,-1.5935744996762502,-1.5783454869182378,-1.6088035124342626,-1.6040444459473835,-1.6145143922185172,-1.6221288985975235,-1.6164180188132689,-1.4869714103701637,-1.4450916252856296,-1.4926822901544183,-1.5478874614022131,-1.5050558630203033,-1.5117185561019335,-1.510766742804558,-1.5002967965334244
0.0,0.0,0.0,0.0,0.0,0.0,-1.5383693284284554,-1.5535983411864678,-1.5935744996762502,-1.5783454869182378,-1.6088035124342626,-1.6040444459473835,-1.6145143922185172,-1.6221288985975235,-1.6164180188132689,-1.4869714103701637,-1.4450916252856296,-1.4926822901544183,-1.5478874614022131,-1.5050558630203033,-1.5117185561019335,-1.510766742804558,-1.5002967965334244,-1.5583574076733466
0.0,0.0,0.0,0.0,0.0,-1.5383693284284554,-1.5535983411864678,-1.5935744996762502,-1.5783454869182378,-1.6088035124342626,-1.6040444459473835,-1.6145143922185172,-1.6221288985975235,-1.6164180188132689,-1.4869714103701637,-1.4450916252856296,-1.4926822901544183,-1.5478874614022131,-1.5050558630203033,-1.5117185561019335,-1.510766742804558,-1.5002967965334244,-1.5583574076733466,-1.5288511954546975
0.0,0.0,0.0,0.0,-1.5383693284284554,-1.5535983411864678,-1.5935744996762502,-1.5783454869182378,-1.6088035124342626,-1.6040444459473835,-1.6145143922185172,-1.6221288985975235,-1.6164180188132689,-1.4869714103701637,-1.4450916252856296,-1.4926822901544183,-1.5478874614022131,-1.5050558630203033,-1.5117185561019335,-1.510766742804558,-1.5002967965334244,-1.5583574076733466,-1.5288511954546975,-1.5069594896150549
0.0,0.0,0.0,-1.5383693284284554,-1.5535983411864678,-1.5935744996762502,-1.5783454869182378,-1.6088035124342626,-1.6040444459473835,-1.6145143922185172,-1.6221288985975235,-1.6164180188132689,-1.4869714103701637,-1.4450916252856296,-1.4926822901544183,-1.5478874614022131,-1.5050558630203033,-1.5117185561019335,-1.510766742804558,-1.5002967965334244,-1.5583574076733466,-1.5288511954546975,-1.5069594896150549,-1.5174294358861884
