0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0.0,0.04143126177024353,0.09039548022598798,0.14124293785310754,0.14689265536723095,0.14406779661016927,0.18549905838041292,0.11770244821092296,0.12335216572504648,0.18644067796610153,0.29566854990583724,0.4124293785310737,0.37005649717514144,0.3634651600753293,0.36252354048964275,0.3107344632768367,0.34463276836158163,0.3333333333333326,0.33804143126176955,0.3323917137476461,0.27306967984934133,0.32203389830508355,0.29566854990583724,0.2090395480225975
0.04143126177024353,0.09039548022598798,0.14124293785310754,0.14689265536723095,0.14406779661016927,0.18549905838041292,0.11770244821092296,0.12335216572504648,0.18644067796610153,0.29566854990583724,0.4124293785310737,0.37005649717514144,0.3634651600753293,0.36252354048964275,0.3107344632768367,0.34463276836158163,0.3333333333333326,0.33804143126176955,0.3323917137476461,0.27306967984934133,0.32203389830508355,0.29566854990583724,0.2090395480225975,0.28625235404896343
0.09039548022598798,0.14124293785310754,0.14689265536723095,0.14406779661016927,0.18549905838041292,0.11770244821092296,0.12335216572504648,0.18644067796610153,0.29566854990583724,0.4124293785310737,0.37005649717514144,0.3634651600753293,0.36252354048964275,0.3107344632768367,0.34463276836158163,0.3333333333333326,0.33804143126176955,0.3323917137476461,0.27306967984934133,0.32203389830508355,0.29566854990583724,0.2090395480225975,0.28625235404896343,0.2561205273069667
0.14124293785310754,0.14689265536723095,0.14406779661016927,0.18549905838041292,0.11770244821092296,0.12335216572504648,0.18644067796610153,0.29566854990583724,0.4124293785310737,0.37005649717514144,0.3634651600753293,0.36252354048964275,0.3107344632768367,0.34463276836158163,0.3333333333333326,0.33804143126176955,0.3323917137476461,0.27306967984934133,0.32203389830508355,0.29566854990583724,0.2090395480225975,0.28625235404896343,0.2561205273069667,0.2580037664783419
0.14689265536723095,0.14406779661016927,0.18549905838041292,0.11770244821092296,0.12335216572504648,0.18644067796610153,0.29566854990583724,0.4124293785310737,0.37005649717514144,0.3634651600753293,0.36252354048964275,0.3107344632768367,0.34463276836158163,0.3333333333333326,0.33804143126176955,0.3323917137476461,0.27306967984934133,0.32203389830508355,0.29566854990583724,0.2090395480225975,0.28625235404896343,0.2561205273069667,0.2580037664783419,0.2617702448210923
0.14406779661016927,0.18549905838041292,0.11770244821092296,0.12335216572504648,0.18644067796610153,0.29566854990583724,0.4124293785310737,0.37005649717514144,0.3634651600753293,0.36252354048964275,0.3107344632768367,0.34463276836158163,0.3333333333333326,0.33804143126176955,0.3323917137476461,0.27306967984934133,0.32203389830508355,0.29566854990583724,0.2090395480225975,0.28625235404896343,0.2561205273069667,0.2580037664783419,0.2617702448210923,0.2608286252354036
0.18549905838041292,0.11770244821092296,0.12335216572504648,0.18644067796610153,0.29566854990583724,0.4124293785310737,0.37005649717514144,0.3634651600753293,0.36252354048964275,0.3107344632768367,0.34463276836158163,0.3333333333333326,0.33804143126176955,0.3323917137476461,0.27306967984934133,0.32203389830508355,0.29566854990583724,0.2090395480225975,0.28625235404896343,0.2561205273069667,0.2580037664783419,0.2617702448210923,0.2608286252354036,0.32956685499058436
0.11770244821092296,0.12335216572504648,0.18644067796610153,0.29566854990583724,0.4124293785310737,0.37005649717514144,0.3634651600753293,0.36252354048964275,0.3107344632768367,0.34463276836158163,0.3333333333333326,0.33804143126176955,0.3323917137476461,0.27306967984934133,0.32203389830508355,0.29566854990583724,0.2090395480225975,0.28625235404896343,0.2561205273069667,0.2580037664783419,0.2617702448210923,0.2608286252354036,0.32956685499058436,0.31638418079096015
0.12335216572504648,0.18644067796610153,0.29566854990583724,0.4124293785310737,0.37005649717514144,0.3634651600753293,0.36252354048964275,0.3107344632768367,0.34463276836158163,0.3333333333333326,0.33804143126176955,0.3323917137476461,0.27306967984934133,0.32203389830508355,0.29566854990583724,0.2090395480225975,0.28625235404896343,0.2561205273069667,0.2580037664783419,0.2617702448210923,0.2608286252354036,0.32956685499058436,0.31638418079096015,0.32956685499058436
0.18644067796610153,0.29566854990583724,0.4124293785310737,0.37005649717514144,0.3634651600753293,0.36252354048964275,0.3107344632768367,0.34463276836158163,0.3333333333333326,0.33804143126176955,0.3323917137476461,0.27306967984934133,0.32203389830508355,0.29566854990583724,0.2090395480225975,0.28625235404896343,0.2561205273069667,0.2580037664783419,0.2617702448210923,0.2608286252354036,0.32956685499058436,0.31638418079096015,0.32956685499058436,0.32768361581920913
0.29566854990583724,0.4124293785310737,0.37005649717514144,0.3634651600753293,0.36252354048964275,0.3107344632768367,0.34463276836158163,0.3333333333333326,0.33804143126176955,0.3323917137476461,0.27306967984934133,0.32203389830508355,0.29566854990583724,0.2090395480225975,0.28625235404896343,0.2561205273069667,0.2580037664783419,0.2617702448210923,0.2608286252354036,0.32956685499058436,0.31638418079096015,0.32956685499058436,0.32768361581920913,0.3502824858757051
0.4124293785310737,0.37005649717514144,0.3634651600753293,0.36252354048964275,0.3107344632768367,0.34463276836158163,0.3333333333333326,0.33804143126176955,0.3323917137476461,0.27306967984934133,0.32203389830508355,0.29566854990583724,0.2090395480225975,0.28625235404896343,0.2561205273069667,0.2580037664783419,0.2617702448210923,0.2608286252354036,0.32956685499058436,0.31638418079096015,0.32956685499058436,0.32768361581920913,0.3502824858757051,0.3229755178907722
0.37005649717514144,0.3634651600753293,0.36252354048964275,0.3107344632768367,0.34463276836158163,0.3333333333333326,0.33804143126176955,0.3323917137476461,0.27306967984934133,0.32203389830508355,0.29566854990583724,0.2090395480225975,0.28625235404896343,0.2561205273069667,0.2580037664783419,0.2617702448210923,0.2608286252354036,0.32956685499058436,0.31638418079096015,0.32956685499058436,0.32768361581920913,0.3502824858757051,0.3229755178907722,0.2664783427495292
0.3634651600753293,0.36252354048964275,0.3107344632768367,0.34463276836158163,0.3333333333333326,0.33804143126176955,0.3323917137476461,0.27306967984934133,0.32203389830508355,0.29566854990583724,0.2090395480225975,0.28625235404896343,0.2561205273069667,0.2580037664783419,0.2617702448210923,0.2608286252354036,0.32956685499058436,0.31638418079096015,0.32956685499058436,0.32768361581920913,0.3502824858757051,0.3229755178907722,0.2664783427495292,0.2881355932203386
