Date,Price,Open,High,Low,Change
08/25/2023,847.06,852.47,853.7,846.13,-0.52
08/24/2023,851.5,860.09,862.26,849.6,-0.87
08/23/2023,858.99,861.07,863.33,858.38,-0.15
08/22/2023,860.29,859.63,864.09,857.61,0.19
08/21/2023,858.66,859.25,862.29,856.85,0.14
08/18/2023,857.47,857.97,861.62,855.08,-0.01
08/17/2023,857.53,862.39,862.97,854.27,-0.47
08/16/2023,861.6,862.95,866.21,860.66,-0.11
08/15/2023,862.53,867.9,871.47,862.56,-0.59
08/14/2023,867.64,865.16,869.03,858.94,0.37
08/11/2023,864.43,858.59,867.65,857.08,0.78
08/10/2023,857.7,857.49,868.47,856.9,0.09
08/09/2023,856.92,861.86,865.93,857.34,-0.54
08/08/2023,861.53,859.53,862.48,857.32,0.28
08/07/2023,859.16,857.02,860.95,855.54,0.29
08/04/2023,856.65,851.84,862.95,849.84,0.65
08/03/2023,851.11,849.59,853.41,846.09,0.24
08/02/2023,849.11,852.81,855.79,849.27,-0.36
08/01/2023,852.15,859.13,860.48,850.6,-0.69
07/31/2023,858.08,847.88,860.65,846.1,1.39
07/28/2023,846.3,861.29,862.34,846.54,-1.71
07/27/2023,861.03,859.47,871.96,857.66,0.29
07/26/2023,858.55,867.05,868.23,858.09,-0.91
07/25/2023,866.4,863.31,867.65,860.55,0.41
07/24/2023,862.9,866.3,867.41,860.59,-0.27
07/21/2023,865.22,866.16,871.46,864.47,-0.02
07/20/2023,865.36,859.03,871.26,856.29,0.83
07/19/2023,858.23,862.19,863.12,854.85,-0.43
07/18/2023,861.94,861.35,863.55,856.52,0.13
07/17/2023,860.86,868.34,870.05,860.98,-0.72
07/14/2023,867.14,872.95,875.59,866.73,-0.6
07/13/2023,872.4,865.4,874.18,863.71,0.86
07/12/2023,865.0,863.81,870.88,861.03,0.18
07/11/2023,863.48,867.23,869.49,860.13,-0.45
07/10/2023,867.35,867.77,872.05,865.05,-0.09
07/07/2023,868.17,867.65,869.99,862.4,0.1
07/06/2023,867.29,867.74,871.91,865.39,-0.01
07/05/2023,867.41,866.48,873.07,865.58,0.16
07/04/2023,866.05,870.34,873.07,863.34,-0.46
07/03/2023,870.03,877.51,878.11,868.35,-0.76
06/30/2023,876.65,875.22,879.67,871.09,0.24
06/29/2023,874.51,864.21,876.11,863.31,1.26
06/28/2023,863.61,868.7,870.66,862.98,-0.55
06/27/2023,868.37,870.84,876.8,866.08,-0.24
06/26/2023,870.42,873.83,875.07,869.17,-0.37
06/23/2023,873.63,877.46,880.07,871.6,-0.38
06/22/2023,876.92,875.9,881.7,873.95,0.16
06/21/2023,875.55,874.28,879.02,872.24,0.2
06/20/2023,873.81,879.03,880.21,869.36,-0.5
06/19/2023,878.22,878.83,881.71,875.95,0.14
06/16/2023,876.97,874.79,879.56,872.29,0.29
06/15/2023,874.4,866.01,876.67,863.93,1.04
06/14/2023,865.43,858.07,870.72,856.16,0.93
06/13/2023,857.47,867.34,868.67,857.58,-1.11
06/12/2023,867.06,868.41,872.39,866.54,-0.05
06/09/2023,867.52,870.79,871.78,865.95,-0.27
06/08/2023,869.91,870.52,874.14,867.85,-0.01
06/07/2023,869.99,867.23,873.05,865.87,0.4
06/06/2023,866.56,861.24,869.09,857.67,0.71
06/05/2023,860.47,863.32,865.73,859.51,-0.33
06/02/2023,863.34,862.93,866.25,859.78,0.14
06/01/2023,862.17,859.15,866.88,856.74,0.44
05/31/2023,858.36,860.41,862.66,856.35,-0.2
05/30/2023,860.09,866.26,867.24,858.36,-0.63
05/29/2023,865.54,864.92,867.26,862.41,0.41
05/26/2023,861.98,866.21,868.47,861.19,-0.47
05/25/2023,866.07,862.47,868.76,860.93,0.4
05/24/2023,862.65,872.81,873.49,862.01,-1.06
05/23/2023,871.87,874.45,874.88,871.03,-0.25
05/22/2023,874.04,881.72,883.41,871.72,-0.82
05/19/2023,881.26,883.86,886.77,879.77,-0.2
05/18/2023,882.99,888.92,891.34,882.08,-0.62
05/17/2023,888.46,893.75,895.05,887.13,-0.55
05/16/2023,893.33,895.04,897.72,891.54,-0.12
05/15/2023,894.42,892.13,896.76,889.85,0.25
05/12/2023,892.17,892.13,895.92,890.22,0.04
05/11/2023,891.79,893.43,898.07,890.69,-0.16
05/10/2023,893.18,896.73,899.06,890.71,-0.35
05/09/2023,896.32,896.9,899.57,893.79,0.01
05/08/2023,896.23,889.42,899.24,888.43,0.77
05/05/2023,889.42,885.72,891.53,881.84,0.45
05/04/2023,885.45,890.52,892.06,881.13,-0.5
05/03/2023,889.94,894.66,895.93,885.82,-0.5
05/02/2023,894.45,890.99,901.28,887.84,0.51
05/01/2023,889.87,884.46,892.92,883.52,0.59
04/28/2023,884.67,888.0,889.56,880.58,-0.36
04/27/2023,887.87,883.23,890.56,882.79,0.57
04/26/2023,882.82,888.76,890.73,881.46,-0.62
04/25/2023,888.34,892.66,894.86,887.96,-0.44
04/24/2023,892.25,891.09,893.78,888.54,0.33
04/21/2023,889.34,892.53,894.84,887.54,-0.31
04/20/2023,892.11,892.85,894.95,886.54,-0.04
04/19/2023,892.5,887.4,896.53,885.4,0.65
04/18/2023,886.72,884.14,888.97,882.44,0.33
04/17/2023,883.8,874.72,885.21,873.6,1.04
04/14/2023,874.72,882.7,884.94,874.01,-0.85
04/13/2023,882.21,885.0,890.42,878.64,-0.27
04/12/2023,884.57,879.7,891.61,877.4,0.57
04/11/2023,879.55,877.01,884.07,876.41,0.35
04/10/2023,876.5,876.16,881.83,875.3,-0.14
04/07/2023,877.71,880.03,882.88,875.03,-0.21
04/06/2023,879.57,885.14,886.96,877.46,-0.61
04/05/2023,884.93,884.94,889.61,876.09,0.06
04/04/2023,884.44,888.34,891.54,883.67,-0.34
04/03/2023,887.49,874.1,891.91,868.94,1.64
03/31/2023,873.13,870.27,875.6,866.68,0.41
03/30/2023,869.6,872.42,874.45,868.07,-0.31
03/29/2023,872.33,870.59,874.29,867.59,0.25
03/28/2023,870.18,863.41,871.33,861.34,0.83
03/27/2023,862.99,861.71,867.02,860.04,0.31
03/24/2023,860.3,860.11,868.22,857.26,0.08
03/23/2023,859.59,867.99,871.24,857.46,-0.89
03/22/2023,867.35,869.46,877.54,864.2,-0.2
03/21/2023,869.12,876.99,878.53,867.69,-0.82
03/20/2023,876.27,878.07,882.38,872.74,0.04
03/17/2023,875.95,866.26,877.99,865.09,1.2
03/16/2023,865.59,868.93,874.07,866.04,-0.34
03/15/2023,868.58,871.84,879.53,868.09,-0.31
03/14/2023,871.31,864.54,876.34,862.38,0.74
03/13/2023,864.95,869.91,877.96,864.07,-0.39
03/10/2023,868.32,873.72,876.71,866.88,-0.58
03/09/2023,873.38,867.42,876.72,866.8,0.74
03/08/2023,866.97,867.86,872.78,865.99,-0.06
03/07/2023,867.45,873.2,876.93,864.74,-0.57
03/06/2023,872.4,876.66,878.07,872.61,-0.52
03/03/2023,876.95,882.57,883.58,876.35,-0.59
03/02/2023,882.15,883.01,886.91,880.69,-0.04
03/01/2023,882.46,890.54,891.53,877.02,-0.86
02/28/2023,890.13,887.94,892.42,886.39,0.34
02/27/2023,887.14,885.92,889.59,883.54,0.36
02/24/2023,883.97,883.7,889.47,882.59,0.06
02/23/2023,883.47,886.59,891.15,880.88,-0.31
02/22/2023,886.19,895.11,897.26,884.83,-0.97
02/21/2023,894.83,895.57,898.56,891.83,-0.01
02/20/2023,894.92,889.65,897.62,888.8,0.39
02/17/2023,891.43,887.28,893.42,884.6,0.54
02/16/2023,886.67,886.2,891.16,882.41,0.07
02/15/2023,886.03,889.15,891.99,882.83,-0.32
02/14/2023,888.86,886.99,890.58,879.6,0.26
02/13/2023,886.57,878.2,888.68,874.82,1.13
02/10/2023,876.7,877.32,880.36,873.41,-0.02
02/09/2023,876.89,873.09,881.22,872.43,0.48
02/08/2023,872.74,873.91,882.41,871.56,-0.12
02/07/2023,873.75,868.39,879.53,864.54,0.76
02/06/2023,867.18,864.52,870.22,858.9,0.47
02/03/2023,863.12,867.07,870.59,861.07,-0.41
02/02/2023,866.65,872.26,875.98,865.55,-0.62
02/01/2023,872.1,870.45,873.95,865.15,0.24
01/31/2023,869.97,869.71,871.03,863.97,0.08
01/30/2023,869.29,873.39,876.18,867.45,-0.47
01/27/2023,873.4,876.51,879.82,872.95,-0.33
01/26/2023,876.33,875.91,880.16,873.59,0.11
01/25/2023,875.37,869.01,878.1,866.97,0.79
01/24/2023,868.47,864.77,871.97,863.39,0.48
01/23/2023,864.3,856.58,866.82,855.28,0.97
01/20/2023,856.02,851.74,860.77,850.53,0.55
01/19/2023,851.33,859.49,860.45,849.12,-0.9
01/18/2023,859.08,864.67,871.46,857.73,-0.63
01/17/2023,864.53,863.8,866.7,859.24,0.14
01/16/2023,863.29,863.53,865.91,859.35,0.02
01/13/2023,863.11,864.31,866.48,859.03,-0.02
01/12/2023,863.29,857.39,867.76,855.85,0.71
01/11/2023,857.2,854.96,862.87,854.22,0.31
01/10/2023,854.54,856.88,860.57,853.65,-0.23
01/09/2023,856.47,862.15,865.59,855.74,-0.62
01/06/2023,861.78,860.79,863.47,853.77,0.21
01/05/2023,860.0,868.74,870.3,859.33,-0.96
01/04/2023,868.33,860.91,875.89,859.09,0.92
01/03/2023,860.39,863.93,868.04,854.82,-0.32
01/02/2023,863.19,859.89,868.07,857.24,0.48
12/30/2022,859.06,854.99,860.59,848.09,0.52
12/29/2022,854.6,858.75,860.52,850.29,-0.46
12/28/2022,858.54,856.41,863.71,852.99,0.32
12/27/2022,855.79,857.63,862.75,851.86,-0.12
12/26/2022,856.83,858.41,860.52,853.41,-0.31
12/23/2022,859.47,861.08,863.18,854.21,-0.18
12/22/2022,861.01,858.72,864.55,856.6,0.37
12/21/2022,857.84,857.49,864.19,854.66,0.08
12/20/2022,857.13,872.1,875.15,853.22,-1.67
12/19/2022,871.73,879.44,881.41,869.68,-0.4
12/16/2022,875.25,884.33,885.18,872.8,-0.94
12/15/2022,883.53,889.52,893.7,880.93,-0.62
12/14/2022,889.05,883.88,892.84,882.05,0.64
12/13/2022,883.44,881.75,901.15,878.67,0.28
12/12/2022,880.95,887.36,889.23,879.05,-0.57
12/09/2022,885.98,891.35,893.26,877.73,-0.51
12/08/2022,890.55,884.04,892.96,882.54,0.81
12/07/2022,883.39,883.56,888.07,878.97,0.02
12/06/2022,883.2,874.52,889.93,872.66,1.03
12/05/2022,874.16,882.14,886.67,872.37,-0.79
12/02/2022,881.14,888.4,889.7,874.28,-0.81
12/01/2022,888.31,883.21,891.28,881.17,0.57
11/30/2022,883.3,886.61,890.35,880.26,-0.32
11/29/2022,886.14,892.18,895.51,885.33,-0.51
11/28/2022,890.67,899.37,900.6,890.43,-1.11
11/25/2022,900.64,898.32,902.64,893.27,0.38
11/24/2022,897.24,900.13,903.77,893.98,-0.29
11/23/2022,899.83,899.61,903.93,896.05,0.07
11/22/2022,899.24,898.16,901.21,894.28,0.16
11/21/2022,897.82,894.67,903.45,891.39,0.46
11/18/2022,893.72,897.39,901.3,891.18,-0.37
11/17/2022,897.02,901.27,904.28,894.9,-0.43
11/16/2022,900.9,888.68,902.43,888.67,1.31
11/15/2022,889.23,886.86,892.71,879.61,0.31
11/14/2022,886.46,880.79,892.15,876.33,0.68
11/11/2022,880.44,893.53,893.99,872.34,-1.43
11/10/2022,893.18,881.74,905.3,876.09,1.31
11/09/2022,881.64,894.35,897.28,878.15,-1.4
11/08/2022,894.18,902.8,903.6,889.3,-0.87
11/07/2022,902.02,901.23,910.78,898.42,-0.59
11/04/2022,907.37,895.45,913.99,894.82,1.37
11/03/2022,895.08,898.13,905.55,895.02,-0.19
11/02/2022,896.76,906.36,919.71,897.35,-1.02
11/01/2022,906.0,913.22,916.34,904.03,-0.67
10/31/2022,912.1,911.22,916.66,908.72,0.07
10/28/2022,911.43,916.97,918.92,909.96,-0.56
10/27/2022,916.55,918.07,925.83,914.42,-0.13
10/26/2022,917.71,912.73,922.24,909.61,0.59
10/25/2022,912.37,912.19,917.27,905.39,0.09
10/24/2022,911.56,911.41,916.34,905.42,0.08
10/21/2022,910.84,897.84,914.59,895.92,1.43
10/20/2022,898.02,899.99,906.16,892.24,-0.18
10/19/2022,899.67,899.39,903.22,893.2,0.05
10/18/2022,899.19,900.57,902.47,893.57,-0.13
10/17/2022,900.39,893.1,903.66,892.24,0.88
10/14/2022,892.5,901.82,907.95,891.96,-0.92
10/13/2022,900.76,894.41,907.78,883.33,0.76
10/12/2022,894.01,898.03,899.14,889.95,-0.39
10/11/2022,897.5,900.89,906.42,896.33,-0.24
10/10/2022,899.68,903.61,910.01,896.41,-0.19
10/07/2022,901.4,901.94,908.88,899.14,-0.1
10/06/2022,902.3,919.24,923.5,899.96,-1.73
10/05/2022,918.22,920.97,925.95,911.35,-0.2
10/04/2022,920.09,934.47,934.76,917.22,-1.46
10/03/2022,933.75,923.18,936.79,921.48,1.29
09/30/2022,921.86,929.84,934.01,920.1,-0.81
09/29/2022,929.35,929.4,933.2,923.26,0.03
09/28/2022,929.05,917.99,934.47,915.83,1.24
09/27/2022,917.69,923.46,928.13,914.88,-0.58
09/26/2022,923.04,927.6,934.16,919.52,-0.5
09/23/2022,927.71,933.61,936.92,926.34,-0.55
09/22/2022,932.83,926.69,939.13,922.61,0.65
09/21/2022,926.82,932.14,935.05,922.79,-0.48
09/20/2022,931.3,935.34,938.35,930.67,-0.39
09/19/2022,934.97,930.16,936.13,928.93,0.47
09/16/2022,930.57,937.59,939.26,926.31,-0.71
09/15/2022,937.21,939.01,944.93,936.24,-0.15
09/14/2022,938.65,939.07,941.23,933.83,0.0
09/13/2022,938.62,947.51,950.63,931.42,-0.87
09/12/2022,946.85,944.99,950.08,938.58,0.31
09/09/2022,943.9,935.0,945.99,933.53,1.0
09/08/2022,934.57,932.38,937.09,926.88,0.27
09/07/2022,932.03,928.5,935.21,926.97,0.49
09/06/2022,927.46,931.6,936.67,927.42,-0.33
09/05/2022,930.5,927.53,933.71,923.03,0.38
09/02/2022,926.94,921.08,932.81,918.65,0.76
09/01/2022,919.92,917.76,927.73,915.63,0.29
08/31/2022,917.24,925.4,927.99,917.02,-0.81
08/30/2022,924.73,929.27,937.1,924.73,-0.45
08/29/2022,928.88,925.7,933.46,920.67,0.47
08/26/2022,924.51,931.65,933.19,922.79,-0.7
08/25/2022,931.05,926.6,933.9,925.02,0.54
08/24/2022,926.09,928.43,930.8,922.68,-0.21
08/23/2022,928.04,923.95,930.71,920.71,0.48
08/22/2022,923.61,917.52,931.08,916.91,0.63
08/19/2022,917.83,918.31,923.35,914.37,-0.01
08/18/2022,917.91,911.86,922.57,909.99,0.71
08/17/2022,911.47,921.06,921.65,909.13,-0.99
08/16/2022,920.61,921.42,923.03,916.45,0.04
08/15/2022,920.25,926.92,929.74,918.6,-0.69
08/12/2022,926.66,927.55,929.7,924.29,-0.07
08/11/2022,927.3,918.52,928.09,918.05,1.0
08/10/2022,918.12,910.78,927.3,908.33,0.94
08/09/2022,909.6,908.52,913.73,906.64,0.2
08/08/2022,907.81,901.11,911.81,898.97,0.9
08/05/2022,899.72,908.21,908.8,892.48,-0.85
08/04/2022,907.46,908.5,915.45,906.69,-0.09
08/03/2022,908.28,908.63,911.54,903.58,0.08
08/02/2022,907.52,918.56,920.87,904.13,-1.16
08/01/2022,918.14,910.02,920.3,908.03,0.88
07/29/2022,910.12,905.43,914.6,902.05,0.61
07/28/2022,904.63,913.48,915.84,904.6,-0.91
07/27/2022,912.95,909.66,917.45,907.47,0.44
07/26/2022,908.95,911.99,915.49,906.9,-0.29
07/25/2022,911.62,908.84,913.81,902.43,0.49
07/22/2022,907.18,905.69,913.78,903.99,0.24
07/21/2022,905.04,904.23,907.43,898.75,0.1
07/20/2022,904.15,900.72,908.34,899.14,0.43
07/19/2022,900.27,898.78,904.75,896.04,0.25
07/18/2022,898.03,895.42,901.43,893.69,0.34
07/15/2022,895.01,889.1,900.03,887.91,0.77
07/14/2022,888.18,882.51,892.29,878.21,0.7
07/13/2022,882.0,882.73,887.23,877.43,0.01
07/12/2022,881.93,882.8,886.08,879.44,-0.03
07/11/2022,882.18,888.16,889.81,881.16,-0.63
07/08/2022,887.76,887.48,892.14,883.2,0.07
07/07/2022,887.18,884.4,890.64,883.54,0.36
07/06/2022,884.0,890.26,891.8,883.09,-0.59
07/05/2022,889.26,889.9,895.22,886.63,-0.01
07/04/2022,889.35,884.9,894.37,882.15,0.5
07/01/2022,884.91,889.14,891.71,878.59,-0.41
06/30/2022,888.51,896.52,898.19,888.36,-0.82
06/29/2022,895.84,892.74,896.55,890.57,0.4
06/28/2022,892.3,890.92,896.39,888.49,0.2
06/27/2022,890.51,894.96,897.74,886.38,-0.56
06/24/2022,895.52,896.31,899.23,892.58,0.01
06/23/2022,895.47,898.97,901.92,894.35,-0.36
06/22/2022,898.7,900.72,901.59,895.54,-0.15
06/21/2022,900.07,898.39,903.43,896.63,0.3
06/20/2022,897.36,894.17,904.92,892.95,0.24
06/17/2022,895.23,907.99,909.28,893.97,-1.37
06/16/2022,907.69,895.32,911.66,893.91,1.44
06/15/2022,894.79,886.17,904.08,885.18,1.01
06/14/2022,885.81,894.5,899.89,883.79,-0.9
06/13/2022,893.82,900.77,905.65,892.13,-0.91
06/10/2022,902.05,897.46,909.37,896.35,0.55
06/09/2022,897.09,904.32,905.54,896.11,-0.75
06/08/2022,903.9,907.14,908.28,901.92,-0.29
06/07/2022,906.53,902.58,910.04,899.47,0.49
06/06/2022,902.07,902.2,904.92,900.47,0.1
06/03/2022,901.17,901.69,904.7,898.97,0.01
06/02/2022,901.09,895.01,903.58,893.61,0.72
06/01/2022,894.64,891.54,897.39,890.84,0.39
05/31/2022,891.17,889.92,892.89,887.08,0.29
05/30/2022,888.6,896.35,898.11,887.19,-0.87
05/27/2022,896.42,895.03,897.69,892.28,0.23
05/26/2022,894.36,898.49,899.76,892.72,-0.43
05/25/2022,898.26,895.91,900.03,893.67,0.28
05/24/2022,895.71,894.93,898.03,890.75,0.22
05/23/2022,893.72,898.83,901.51,893.79,-0.22
05/20/2022,895.72,891.11,898.81,889.4,0.67
05/19/2022,889.76,887.28,897.43,885.99,0.31
05/18/2022,886.99,890.43,894.39,886.25,-0.36
05/17/2022,890.22,892.73,896.3,886.07,-0.25
05/16/2022,892.42,885.79,894.87,881.42,0.6
05/13/2022,887.12,885.15,888.22,880.95,0.28
05/12/2022,884.66,887.46,892.76,882.18,-0.29
05/11/2022,887.26,885.66,899.02,884.32,0.23
05/10/2022,885.24,886.9,890.75,882.3,-0.12
05/09/2022,886.26,898.87,899.83,885.36,-1.39
05/06/2022,898.77,902.91,907.55,896.93,-0.42
05/05/2022,902.53,908.98,911.52,896.47,-0.7
05/04/2022,908.85,894.65,915.86,893.67,1.65
05/03/2022,894.09,893.49,904.33,892.7,0.11
05/02/2022,893.09,893.64,896.97,890.66,0.11
04/29/2022,892.08,902.5,906.34,891.56,-1.15
04/28/2022,902.43,902.56,910.07,899.28,0.01
04/27/2022,902.34,898.2,909.4,897.63,0.51
04/26/2022,897.72,897.35,905.6,894.67,0.06
04/25/2022,897.2,904.38,904.38,893.34,-0.37
04/22/2022,900.49,916.59,917.09,899.78,-1.7
04/21/2022,916.08,919.45,922.36,914.53,-0.27
04/20/2022,918.58,914.36,921.49,913.74,0.55
04/19/2022,913.53,907.81,916.79,906.9,0.68
04/18/2022,907.39,909.52,911.18,906.41,-0.12
04/15/2022,908.49,912.73,914.15,907.85,-0.42
04/14/2022,912.28,911.47,914.99,910.0,0.13
04/13/2022,911.06,916.39,917.75,907.26,-0.54
04/12/2022,916.02,916.29,920.57,913.26,0.07
04/11/2022,915.37,914.98,920.17,913.88,-0.11
04/08/2022,916.36,914.63,918.3,913.36,0.22
04/07/2022,914.35,914.91,916.72,910.58,-0.04
04/06/2022,914.69,923.63,926.49,912.66,-0.93
04/05/2022,923.29,916.09,928.89,913.43,0.86
04/04/2022,915.41,913.86,918.48,911.45,0.08
04/01/2022,914.68,909.28,916.01,907.73,0.71
03/31/2022,908.2,909.09,912.13,904.78,-0.07
03/30/2022,908.82,907.47,913.36,906.55,0.21
03/29/2022,906.96,916.7,919.47,905.98,-1.02
03/28/2022,916.27,920.63,924.78,914.46,-0.44
03/25/2022,920.28,917.39,922.69,913.34,0.45
03/24/2022,916.15,914.02,919.63,910.09,0.28
03/23/2022,913.6,907.62,915.18,902.81,0.7
03/22/2022,907.29,901.27,908.89,898.78,0.7
03/21/2022,900.99,896.55,902.97,895.36,0.35
03/18/2022,897.83,892.92,899.64,890.76,0.63
03/17/2022,892.17,893.84,897.33,884.15,-0.11
03/16/2022,893.16,893.47,895.15,884.53,0.05
03/15/2022,892.75,892.76,898.14,890.47,0.12
03/14/2022,891.65,901.87,903.43,892.15,-1.13
03/11/2022,901.83,903.6,907.65,899.63,-0.25
03/10/2022,904.05,895.78,905.33,894.19,0.95
03/09/2022,895.58,896.6,903.22,894.34,-0.08
03/08/2022,896.28,901.76,906.18,893.35,-0.57
03/07/2022,901.43,897.66,913.89,895.34,0.46
03/04/2022,897.26,884.59,899.53,883.87,1.55
03/03/2022,883.54,878.08,887.21,875.52,0.65
03/02/2022,877.83,873.99,879.38,873.04,0.47
03/01/2022,873.74,872.24,875.8,869.79,0.25
02/28/2022,871.53,860.71,874.43,856.75,0.63
02/25/2022,866.08,863.93,868.92,858.41,0.27
02/24/2022,863.77,862.72,867.59,859.04,0.15
02/23/2022,862.49,861.3,867.42,859.45,0.24
02/22/2022,860.43,858.98,863.01,856.75,0.25
02/21/2022,858.26,857.17,861.57,856.22,0.08
02/18/2022,857.6,861.36,863.34,856.67,-0.39
02/17/2022,860.98,860.96,864.71,857.34,0.05
02/16/2022,860.54,855.93,862.81,854.97,0.55
02/15/2022,855.8,853.3,857.27,851.72,0.32
02/14/2022,853.09,855.8,858.03,847.66,-0.32
02/11/2022,855.83,859.84,860.67,851.11,-0.45
02/10/2022,859.68,857.29,866.15,854.84,0.3
02/09/2022,857.09,855.01,859.61,853.69,0.27
02/08/2022,854.79,852.68,855.76,851.07,0.24
02/07/2022,852.77,848.09,854.39,846.91,0.58
02/04/2022,847.88,857.39,858.6,846.02,-1.0
02/03/2022,856.42,856.4,861.34,854.27,0.06
02/02/2022,855.93,857.06,860.28,855.24,-0.1
02/01/2022,856.77,851.64,857.94,848.36,0.68
01/31/2022,850.95,846.79,854.6,844.74,0.7
01/28/2022,845.0,846.41,850.32,843.41,-0.16
01/27/2022,846.37,852.16,855.7,845.85,-0.61
01/26/2022,851.57,855.3,859.84,849.77,-0.45
01/25/2022,855.39,853.84,858.7,853.32,0.2
01/24/2022,853.65,855.86,858.66,848.64,-0.34
01/21/2022,856.58,861.7,862.79,854.78,-0.57
01/20/2022,861.52,856.82,865.42,855.78,0.57
01/19/2022,856.64,857.2,860.33,854.72,0.01
01/18/2022,856.59,858.58,859.64,854.72,-0.16
01/17/2022,857.98,858.41,862.05,857.29,0.05
01/14/2022,857.56,864.39,865.99,856.9,-0.7
01/13/2022,863.61,863.97,867.07,863.17,-0.02
01/12/2022,863.79,859.8,865.1,856.91,0.49
01/11/2022,859.54,859.13,860.86,854.2,0.09
01/10/2022,858.76,858.73,864.74,857.6,-0.1
01/07/2022,859.66,863.09,864.51,858.23,-0.36
01/06/2022,862.74,866.05,867.49,859.7,-0.26
01/05/2022,864.98,866.96,870.47,864.39,-0.2
01/04/2022,866.74,858.6,868.08,857.65,1.03
01/03/2022,857.89,863.36,866.64,857.34,-0.53
12/31/2021,862.46,863.32,865.63,860.48,0.02
12/30/2021,862.29,858.85,865.34,857.9,0.37
12/29/2021,859.14,858.91,862.72,855.88,0.05
12/28/2021,858.75,858.5,862.99,857.12,0.08
12/27/2021,858.04,857.29,860.42,855.05,0.16
12/24/2021,856.64,858.76,860.36,855.97,-0.2
12/23/2021,858.34,858.7,861.77,854.59,-0.02
12/22/2021,858.5,851.6,859.65,848.45,0.79
12/21/2021,851.81,846.03,853.2,844.96,0.73
12/20/2021,845.64,847.58,849.26,843.64,-0.06
12/17/2021,846.12,852.3,852.84,845.47,-0.7
12/16/2021,852.11,849.7,855.22,844.9,0.37
12/15/2021,848.98,841.76,851.18,840.97,0.86
12/14/2021,841.72,844.98,845.93,838.55,-0.36
12/13/2021,844.72,843.68,847.55,841.77,-0.24
12/10/2021,846.79,842.47,848.37,839.65,0.54
12/09/2021,842.26,842.93,844.45,839.71,-0.06
12/08/2021,842.73,837.75,844.46,836.71,0.61
12/07/2021,837.6,832.36,838.93,831.33,0.65
12/06/2021,832.16,826.41,833.53,826.05,0.73
12/03/2021,826.12,834.86,837.86,825.82,-1.02
12/02/2021,834.66,836.42,838.68,833.22,-0.17
12/01/2021,836.09,842.83,845.88,834.02,-0.75
11/30/2021,842.44,850.89,851.74,837.82,-0.91
11/29/2021,850.15,850.88,854.95,848.54,-0.08
11/26/2021,850.79,855.91,856.98,849.66,-0.58
11/25/2021,855.73,855.59,858.18,854.28,0.05
11/24/2021,855.32,860.18,860.9,853.13,-0.47
11/23/2021,859.35,860.07,861.96,856.95,-0.03
11/22/2021,859.59,858.99,863.48,857.98,0.1
11/19/2021,858.75,861.22,864.21,858.46,-0.17
11/18/2021,860.17,857.93,864.1,856.33,0.3
11/17/2021,857.6,864.73,865.42,857.09,-0.79
