,Silver_Price,Silver_Open,Silver_High,Silver_Low,Silver_Volume,Silver_Change,Gold_Price,Gold_Open,Gold_High,Gold_Low,Gold_Volume,Gold_Change,USD_Price,USD_Open,USD_High,USD_Low,USD_Change
2015-11-27,14.034,14.034,14.034,14.034,,-0.1,1056.2,1070.6,1073.9,1051.6,187.11K,0.0,1156.83,1148.75,1157.4,1148.53,0.69
2015-11-28,,,,,,,,,,,,,,,,,
2015-11-29,,,,,,,,,,,,,,,,,
2015-11-30,14.086,14.045,14.18,13.975,27.92K,0.37,1065.3,1056.0,1069.1,1052.2,113.17K,0.86,1160.61,1156.77,1161.9,1155.48,0.33
2015-12-01,14.083,14.06,14.24,14.04,31.41K,-0.02,1063.5,1064.6,1074.0,1062.6,121.57K,-0.17,1155.69,1160.59,1162.6,1155.33,-0.42
2015-12-02,14.009,14.165,14.21,13.9,36.16K,-0.53,1053.8,1067.9,1071.0,1049.4,124.02K,-0.91,1163.01,1155.68,1167.49,1154.05,0.63
2015-12-03,14.077,13.975,14.145,13.805,46.12K,0.49,1061.2,1053.5,1064.5,1045.4,173.77K,0.7,1154.02,1163.01,1171.12,1152.03,-0.77
2015-12-04,14.528,14.1,14.61,14.02,59.70K,3.2,1084.1,1062.0,1088.3,1057.2,208.90K,2.16,1163.64,1154.02,1168.36,1153.78,0.83
2015-12-05,,,,,,,,,,,,,,,,,
2015-12-06,,,,,,,,,,,,,,,,,
2015-12-07,14.332,14.59,14.64,14.205,41.32K,-1.35,1075.2,1085.5,1086.1,1065.0,109.37K,-0.82,1176.35,1163.89,1177.45,1163.52,1.09
2015-12-08,14.116,14.22,14.31,14.065,38.79K,-1.51,1075.3,1069.7,1078.4,1066.8,128.22K,0.01,1180.49,1176.36,1185.11,1173.28,0.35
2015-12-09,14.189,14.13,14.335,14.105,38.03K,0.52,1076.5,1074.3,1085.0,1068.7,140.71K,0.11,1181.96,1180.48,1185.68,1176.45,0.12
2015-12-10,14.11,14.155,14.225,14.09,22.05K,-0.56,1072.0,1071.7,1076.0,1068.8,99.73K,-0.42,1179.06,1181.96,1183.11,1173.03,-0.25
2015-12-11,13.884,14.07,14.135,13.75,53.11K,-1.6,1075.7,1071.4,1079.1,1061.7,152.62K,0.35,1187.58,1179.05,1192.11,1177.5,0.72
2015-12-12,,,,,,,,,,,,,,,,,
2015-12-13,,,,,,,,,,,,,,,,,
2015-12-14,13.695,13.9,13.965,13.62,43.04K,-1.36,1063.4,1073.0,1077.3,1058.1,121.86K,-1.14,1184.32,1187.44,1190.65,1183.39,-0.27
2015-12-15,13.77,13.655,13.81,13.635,38.12K,0.55,1061.6,1059.8,1067.9,1057.4,115.32K,-0.17,1174.69,1184.32,1186.0,1173.95,-0.81
2015-12-16,14.248,13.745,14.31,13.745,55.18K,3.47,1076.8,1060.3,1077.9,1060.2,143.15K,1.43,1172.02,1174.61,1181.9,1171.37,-0.23
2015-12-17,13.703,14.195,14.225,13.665,48.01K,-3.83,1049.6,1072.2,1072.7,1046.8,168.67K,-2.53,1185.04,1172.25,1189.17,1172.25,1.11
2015-12-18,14.096,13.71,14.195,13.685,45.14K,2.87,1065.0,1051.5,1071.0,1050.0,122.22K,1.47,1182.43,1185.04,1189.2,1178.56,-0.22
2015-12-19,,,,,,,,,,,,,,,,,
2015-12-20,,,,,,,,,,,,,,,,,
2015-12-21,14.315,14.11,14.33,14.045,38.61K,1.55,1080.6,1065.2,1081.4,1063.1,122.22K,1.46,1174.46,1183.04,1183.04,1173.99,-0.67
2015-12-22,14.314,14.24,14.4,14.215,31.87K,-0.01,1074.1,1078.0,1080.3,1071.2,80.66K,-0.6,1171.72,1174.48,1179.5,1169.46,-0.23
2015-12-23,14.287,14.26,14.345,14.2,22.40K,-0.19,1068.3,1072.0,1074.9,1067.6,69.36K,-0.54,1174.02,1171.72,1179.54,1170.5,0.2
2015-12-24,14.379,14.3,14.4,14.265,13.69K,0.64,1075.9,1069.6,1076.6,1069.5,49.69K,0.71,1170.03,1174.01,1176.4,1166.9,-0.34
